county,precinct,office,district,party,candidate,votes,pct
Tooele,EC04:1,County Auditor,,REP,ALISON H. MCCOY,175,100
Tooele,EC04:1,County Clerk,,REP,TRACY SHAW,174,100
Tooele,EC04:1,County Sheriff,,REP,PAUL J. WIMMER,138,71.13
Tooele,EC04:1,County Sheriff,,,M. DEAN ADAMS,56,28.87
Tooele,EC04:1,PAIGE PETERSEN Judicial Retention,,,YES,129,74.14
Tooele,EC04:1,PAIGE PETERSEN Judicial Retention,,,NO,45,25.86
Tooele,EC04:1,ADAM T. MOW Judicial Retention,,,YES,130,74.71
Tooele,EC04:1,ADAM T. MOW Judicial Retention,,,NO,44,25.29
Tooele,EC04:1,AMBER M. METTLER Judicial Retention,,,YES,136,75.14
Tooele,EC04:1,AMBER M. METTLER Judicial Retention,,,NO,45,24.86
Tooele,EC04:1,BARRY G. LAWRENCE Judicial Retention,,,YES,130,71.82
Tooele,EC04:1,BARRY G. LAWRENCE Judicial Retention,,,NO,51,28.18
Tooele,EC04:1,CHELSEA KOCH Judicial Retention,,,YES,125,69.06
Tooele,EC04:1,CHELSEA KOCH Judicial Retention,,,NO,56,30.94
Tooele,EC04:1,DIANNA M. GIBSON Judicial Retention,,,YES,119,67.61
Tooele,EC04:1,DIANNA M. GIBSON Judicial Retention,,,NO,57,32.39
Tooele,EC04:1,JAMES T. BLANCH Judicial Retention,,,YES,131,73.6
Tooele,EC04:1,JAMES T. BLANCH Judicial Retention,,,NO,47,26.4
Tooele,EC04:1,LINDA JONES Judicial Retention,,,YES,114,64.41
Tooele,EC04:1,LINDA JONES Judicial Retention,,,NO,63,35.59
Tooele,EC04:1,MARK S. KOURIS Judicial Retention,,,YES,120,68.18
Tooele,EC04:1,MARK S. KOURIS Judicial Retention,,,NO,56,31.82
Tooele,EC04:1,PATRICK W. CORUM Judicial Retention,,,YES,123,69.89
Tooele,EC04:1,PATRICK W. CORUM Judicial Retention,,,NO,53,30.11
Tooele,EC04:1,PAUL BOYD PARKER Judicial Retention,,,YES,130,73.86
Tooele,EC04:1,PAUL BOYD PARKER Judicial Retention,,,NO,46,26.14
Tooele,EC04:1,RANDALL N. SKANCHY Judicial Retention,,,YES,128,72.73
Tooele,EC04:1,RANDALL N. SKANCHY Judicial Retention,,,NO,48,27.27
Tooele,EC04:1,RICHARD E. MRAZIK Judicial Retention,,,YES,130,73.03
Tooele,EC04:1,RICHARD E. MRAZIK Judicial Retention,,,NO,48,26.97
Tooele,EC04:1,ROBERT P. FAUST Judicial Retention,,,YES,104,58.43
Tooele,EC04:1,ROBERT P. FAUST Judicial Retention,,,NO,74,41.57
Tooele,EC04:1,VERNICE S. TREASE Judicial Retention,,,YES,131,73.6
Tooele,EC04:1,VERNICE S. TREASE Judicial Retention,,,NO,47,26.4
Tooele,EC04:1,Constitutional Amendment A,,,AGAINST,125,68.31
Tooele,EC04:1,Constitutional Amendment A,,,FOR,58,31.69
Tooele,EC05,Registered Voters,,,,593,
Tooele,EC05,Ballots Cast,,,,394,
Tooele,EC05,U.S. Senate,,REP,MIKE LEE,252,64.45
Tooele,EC05,U.S. Senate,,,EVAN MCMULLIN,126,32.23
Tooele,EC05,U.S. Senate,,LIB,JAMES ARTHUR HANSEN,7,1.79
Tooele,EC05,U.S. Senate,,IAP,TOMMY WILLIAMS,6,1.53
Tooele,EC05,U.S. Senate,,,Write-In: Laird Fetzer Hamblin,0,0
Tooele,EC05,U.S. Senate,,,Write-In: Fictitious Entry,0,0
Tooele,EC05,U.S. Senate,,,Write-In Totals,0,0
Tooele,EC05,U.S. Senate,,,Not Assigned,0,0
Tooele,EC05,U.S. House,2,REP,CHRIS STEWART,290,74.94
Tooele,EC05,U.S. House,2,DEM,NICK MITCHELL,59,15.25
Tooele,EC05,U.S. House,2,UUP,JAYMAC MCFARLAND,22,5.68
Tooele,EC05,U.S. House,2,CON,CASSIE EASLEY,16,4.13
Tooele,EC05,State Treasurer,,REP,MARLO M. OAKS,312,84.78
Tooele,EC05,State Treasurer,,LIB,JOSEPH GEDDES BUCHMAN,29,7.88
Tooele,EC05,State Treasurer,,UUP,THOMAS ALAN HORNE,15,4.08
Tooele,EC05,State Treasurer,,IAP,WARREN T ROGERS,12,3.26
Tooele,EC05,State Senate,11,REP,DANIEL W. THATCHER,307,100
Tooele,EC05,State House,29,REP,BRIDGER BOLINDER,252,65.45
Tooele,EC05,State House,29,CON,KIRK PEARSON,75,19.48
Tooele,EC05,State House,29,DEM,CHRIS DYER,58,15.06
Tooele,EC05,County Attorney,,REP,SCOTT A. BROADHEAD,318,100
Tooele,EC05,County Auditor,,REP,ALISON H. MCCOY,321,100
Tooele,EC05,County Clerk,,REP,TRACY SHAW,326,100
Tooele,EC05,County Sheriff,,REP,PAUL J. WIMMER,293,75.91
Tooele,EC05,County Sheriff,,,M. DEAN ADAMS,93,24.09
Tooele,EC05,PAIGE PETERSEN Judicial Retention,,,YES,263,78.27
Tooele,EC05,PAIGE PETERSEN Judicial Retention,,,NO,73,21.73
Tooele,EC05,ADAM T. MOW Judicial Retention,,,YES,266,78.93
Tooele,EC05,ADAM T. MOW Judicial Retention,,,NO,71,21.07
Tooele,EC05,AMBER M. METTLER Judicial Retention,,,YES,259,76.4
Tooele,EC05,AMBER M. METTLER Judicial Retention,,,NO,80,23.6
Tooele,EC05,BARRY G. LAWRENCE Judicial Retention,,,YES,265,77.71
Tooele,EC05,BARRY G. LAWRENCE Judicial Retention,,,NO,76,22.29
Tooele,EC05,CHELSEA KOCH Judicial Retention,,,YES,242,72.46
Tooele,EC05,CHELSEA KOCH Judicial Retention,,,NO,92,27.54
Tooele,EC05,DIANNA M. GIBSON Judicial Retention,,,YES,239,69.88
Tooele,EC05,DIANNA M. GIBSON Judicial Retention,,,NO,103,30.12
Tooele,EC05,JAMES T. BLANCH Judicial Retention,,,YES,265,78.4
Tooele,EC05,JAMES T. BLANCH Judicial Retention,,,NO,73,21.6
Tooele,EC05,LINDA JONES Judicial Retention,,,YES,218,64.31
Tooele,EC05,LINDA JONES Judicial Retention,,,NO,121,35.69
Tooele,EC05,MARK S. KOURIS Judicial Retention,,,YES,235,69.53
Tooele,EC05,MARK S. KOURIS Judicial Retention,,,NO,103,30.47
Tooele,EC05,PATRICK W. CORUM Judicial Retention,,,YES,240,71.22
Tooele,EC05,PATRICK W. CORUM Judicial Retention,,,NO,97,28.78
Tooele,EC05,PAUL BOYD PARKER Judicial Retention,,,YES,264,77.88
Tooele,EC05,PAUL BOYD PARKER Judicial Retention,,,NO,75,22.12
Tooele,EC05,RANDALL N. SKANCHY Judicial Retention,,,YES,238,71.04
Tooele,EC05,RANDALL N. SKANCHY Judicial Retention,,,NO,97,28.96
Tooele,EC05,RICHARD E. MRAZIK Judicial Retention,,,YES,254,75.6
Tooele,EC05,RICHARD E. MRAZIK Judicial Retention,,,NO,82,24.4
Tooele,EC05,ROBERT P. FAUST Judicial Retention,,,YES,200,59
Tooele,EC05,ROBERT P. FAUST Judicial Retention,,,NO,139,41
Tooele,EC05,VERNICE S. TREASE Judicial Retention,,,YES,244,72.19
Tooele,EC05,VERNICE S. TREASE Judicial Retention,,,NO,94,27.81
Tooele,EC05,Constitutional Amendment A,,,AGAINST,241,67.13
Tooele,EC05,Constitutional Amendment A,,,FOR,118,32.87
Tooele,RV01:1,Registered Voters,,,,282,
Tooele,RV01:1,Ballots Cast,,,,205,
Tooele,RV01:1,U.S. Senate,,REP,MIKE LEE,145,70.73
Tooele,RV01:1,U.S. Senate,,,EVAN MCMULLIN,50,24.39
Tooele,RV01:1,U.S. Senate,,IAP,TOMMY WILLIAMS,6,2.93
Tooele,RV01:1,U.S. Senate,,LIB,JAMES ARTHUR HANSEN,3,1.46
Tooele,RV01:1,U.S. Senate,,,Write-In: Fictitious Entry,1,0.49
Tooele,RV01:1,U.S. Senate,,,Write-In: Laird Fetzer Hamblin,0,0
Tooele,RV01:1,U.S. Senate,,,Write-In Totals,1,0.49
Tooele,RV01:1,U.S. Senate,,,Not Assigned,0,0
Tooele,RV01:1,U.S. House,2,REP,CHRIS STEWART,164,81.19
Tooele,RV01:1,U.S. House,2,DEM,NICK MITCHELL,29,14.36
Tooele,RV01:1,U.S. House,2,UUP,JAYMAC MCFARLAND,5,2.48
Tooele,RV01:1,U.S. House,2,CON,CASSIE EASLEY,4,1.98
Tooele,RV01:1,State Treasurer,,REP,MARLO M. OAKS,162,82.65
Tooele,RV01:1,State Treasurer,,LIB,JOSEPH GEDDES BUCHMAN,17,8.67
Tooele,RV01:1,State Treasurer,,IAP,WARREN T ROGERS,10,5.1
Tooele,RV01:1,State Treasurer,,UUP,THOMAS ALAN HORNE,7,3.57
Tooele,RV01:1,State Senate,11,REP,DANIEL W. THATCHER,170,100
Tooele,RV01:1,State House,29,REP,BRIDGER BOLINDER,149,75.25
Tooele,RV01:1,State House,29,DEM,CHRIS DYER,27,13.64
Tooele,RV01:1,State House,29,CON,KIRK PEARSON,22,11.11
Tooele,RV01:1,County Council 2,,REP,KENDALL THOMAS,159,100
Tooele,RV01:1,County Attorney,,REP,SCOTT A. BROADHEAD,172,100
Tooele,RV01:1,County Auditor,,REP,ALISON H. MCCOY,173,100
Tooele,RV01:1,County Clerk,,REP,TRACY SHAW,169,100
Tooele,RV01:1,County Sheriff,,REP,PAUL J. WIMMER,140,70
Tooele,RV01:1,County Sheriff,,,M. DEAN ADAMS,60,30
Tooele,RV01:1,Local School Board 7,,,ELIZABETH SMITH,108,61.36
Tooele,RV01:1,Local School Board 7,,,GARY K. MERRILL,68,38.64
Tooele,RV01:1,PAIGE PETERSEN Judicial Retention,,,YES,138,78.41
Tooele,RV01:1,PAIGE PETERSEN Judicial Retention,,,NO,38,21.59
Tooele,RV01:1,ADAM T. MOW Judicial Retention,,,YES,137,78.74
Tooele,RV01:1,ADAM T. MOW Judicial Retention,,,NO,37,21.26
Tooele,RV01:1,AMBER M. METTLER Judicial Retention,,,YES,139,78.98
Tooele,RV01:1,AMBER M. METTLER Judicial Retention,,,NO,37,21.02
Tooele,RV01:1,BARRY G. LAWRENCE Judicial Retention,,,YES,137,77.84
Tooele,RV01:1,BARRY G. LAWRENCE Judicial Retention,,,NO,39,22.16
Tooele,RV01:1,CHELSEA KOCH Judicial Retention,,,YES,131,75.72
Tooele,RV01:1,CHELSEA KOCH Judicial Retention,,,NO,42,24.28
Tooele,RV01:1,DIANNA M. GIBSON Judicial Retention,,,YES,132,75.43
Tooele,RV01:1,DIANNA M. GIBSON Judicial Retention,,,NO,43,24.57
Tooele,RV01:1,JAMES T. BLANCH Judicial Retention,,,YES,135,77.59
Tooele,RV01:1,JAMES T. BLANCH Judicial Retention,,,NO,39,22.41
Tooele,RV01:1,LINDA JONES Judicial Retention,,,YES,120,69.36
Tooele,RV01:1,LINDA JONES Judicial Retention,,,NO,53,30.64
Tooele,RV01:1,MARK S. KOURIS Judicial Retention,,,YES,126,72
Tooele,RV01:1,MARK S. KOURIS Judicial Retention,,,NO,49,28
Tooele,RV01:1,PATRICK W. CORUM Judicial Retention,,,YES,133,76
Tooele,RV01:1,PATRICK W. CORUM Judicial Retention,,,NO,42,24
Tooele,RV01:1,PAUL BOYD PARKER Judicial Retention,,,YES,136,77.71
Tooele,RV01:1,PAUL BOYD PARKER Judicial Retention,,,NO,39,22.29
Tooele,RV01:1,RANDALL N. SKANCHY Judicial Retention,,,YES,133,77.33
Tooele,RV01:1,RANDALL N. SKANCHY Judicial Retention,,,NO,39,22.67
Tooele,RV01:1,RICHARD E. MRAZIK Judicial Retention,,,YES,130,75.58
Tooele,RV01:1,RICHARD E. MRAZIK Judicial Retention,,,NO,42,24.42
Tooele,RV01:1,ROBERT P. FAUST Judicial Retention,,,YES,116,67.44
Tooele,RV01:1,ROBERT P. FAUST Judicial Retention,,,NO,56,32.56
Tooele,RV01:1,VERNICE S. TREASE Judicial Retention,,,YES,129,75
Tooele,RV01:1,VERNICE S. TREASE Judicial Retention,,,NO,43,25
Tooele,RV01:1,Constitutional Amendment A,,,AGAINST,133,70.74
Tooele,RV01:1,Constitutional Amendment A,,,FOR,55,29.26
Tooele,RV01:2U,Registered Voters,,,,59,
Tooele,RV01:2U,Ballots Cast,,,,43,
Tooele,RV01:2U,U.S. Senate,,REP,MIKE LEE,33,76.74
Tooele,RV01:2U,U.S. Senate,,,EVAN MCMULLIN,9,20.93
Tooele,RV01:2U,U.S. Senate,,LIB,JAMES ARTHUR HANSEN,1,2.33
Tooele,RV01:2U,U.S. Senate,,IAP,TOMMY WILLIAMS,0,0
Tooele,RV01:2U,U.S. Senate,,,Write-In: Laird Fetzer Hamblin,0,0
Tooele,RV01:2U,U.S. Senate,,,Write-In: Fictitious Entry,0,0
Tooele,RV01:2U,U.S. Senate,,,Write-In Totals,0,0
Tooele,RV01:2U,U.S. Senate,,,Not Assigned,0,0
Tooele,RV01:2U,U.S. House,2,REP,CHRIS STEWART,35,85.37
Tooele,RV01:2U,U.S. House,2,DEM,NICK MITCHELL,5,12.2
Tooele,RV01:2U,U.S. House,2,CON,CASSIE EASLEY,1,2.44
Tooele,RV01:2U,U.S. House,2,UUP,JAYMAC MCFARLAND,0,0
Tooele,RV01:2U,State Treasurer,,REP,MARLO M. OAKS,33,84.62
Tooele,RV01:2U,State Treasurer,,LIB,JOSEPH GEDDES BUCHMAN,4,10.26
Tooele,RV01:2U,State Treasurer,,UUP,THOMAS ALAN HORNE,1,2.56
Tooele,RV01:2U,State Treasurer,,IAP,WARREN T ROGERS,1,2.56
Tooele,RV01:2U,State Senate,11,REP,DANIEL W. THATCHER,37,100
Tooele,RV01:2U,State House,29,REP,BRIDGER BOLINDER,31,73.81
Tooele,RV01:2U,State House,29,CON,KIRK PEARSON,6,14.29
Tooele,RV01:2U,State House,29,DEM,CHRIS DYER,5,11.9
Tooele,RV01:2U,County Council 2,,REP,KENDALL THOMAS,38,100
Tooele,RV01:2U,County Attorney,,REP,SCOTT A. BROADHEAD,39,100
Tooele,RV01:2U,County Auditor,,REP,ALISON H. MCCOY,38,100
Tooele,RV01:2U,County Clerk,,REP,TRACY SHAW,38,100
Tooele,RV01:2U,County Sheriff,,REP,PAUL J. WIMMER,27,69.23
Tooele,RV01:2U,County Sheriff,,,M. DEAN ADAMS,12,30.77
Tooele,RV01:2U,Local School Board 7,,,ELIZABETH SMITH,30,83.33
Tooele,RV01:2U,Local School Board 7,,,GARY K. MERRILL,6,16.67
Tooele,RV01:2U,PAIGE PETERSEN Judicial Retention,,,YES,33,94.29
Tooele,RV01:2U,PAIGE PETERSEN Judicial Retention,,,NO,2,5.71
Tooele,RV01:2U,ADAM T. MOW Judicial Retention,,,YES,33,94.29
Tooele,RV01:2U,ADAM T. MOW Judicial Retention,,,NO,2,5.71
Tooele,RV01:2U,AMBER M. METTLER Judicial Retention,,,YES,29,82.86
Tooele,RV01:2U,AMBER M. METTLER Judicial Retention,,,NO,6,17.14
Tooele,RV01:2U,BARRY G. LAWRENCE Judicial Retention,,,YES,32,91.43
Tooele,RV01:2U,BARRY G. LAWRENCE Judicial Retention,,,NO,3,8.57
Tooele,RV01:2U,CHELSEA KOCH Judicial Retention,,,YES,31,88.57
Tooele,RV01:2U,CHELSEA KOCH Judicial Retention,,,NO,4,11.43
Tooele,RV01:2U,DIANNA M. GIBSON Judicial Retention,,,YES,32,91.43
Tooele,RV01:2U,DIANNA M. GIBSON Judicial Retention,,,NO,3,8.57
Tooele,RV01:2U,JAMES T. BLANCH Judicial Retention,,,YES,28,82.35
Tooele,RV01:2U,JAMES T. BLANCH Judicial Retention,,,NO,6,17.65
Tooele,RV01:2U,LINDA JONES Judicial Retention,,,YES,24,70.59
Tooele,RV01:2U,LINDA JONES Judicial Retention,,,NO,10,29.41
Tooele,RV01:2U,MARK S. KOURIS Judicial Retention,,,YES,27,79.41
Tooele,RV01:2U,MARK S. KOURIS Judicial Retention,,,NO,7,20.59
Tooele,RV01:2U,PATRICK W. CORUM Judicial Retention,,,YES,29,85.29
Tooele,RV01:2U,PATRICK W. CORUM Judicial Retention,,,NO,5,14.71
Tooele,RV01:2U,PAUL BOYD PARKER Judicial Retention,,,YES,28,82.35
Tooele,RV01:2U,PAUL BOYD PARKER Judicial Retention,,,NO,6,17.65
Tooele,RV01:2U,RANDALL N. SKANCHY Judicial Retention,,,YES,23,69.7
Tooele,RV01:2U,RANDALL N. SKANCHY Judicial Retention,,,NO,10,30.3
Tooele,RV01:2U,RICHARD E. MRAZIK Judicial Retention,,,YES,31,91.18
Tooele,RV01:2U,RICHARD E. MRAZIK Judicial Retention,,,NO,3,8.82
Tooele,RV01:2U,ROBERT P. FAUST Judicial Retention,,,YES,21,63.64
Tooele,RV01:2U,ROBERT P. FAUST Judicial Retention,,,NO,12,36.36
Tooele,RV01:2U,VERNICE S. TREASE Judicial Retention,,,YES,31,91.18
Tooele,RV01:2U,VERNICE S. TREASE Judicial Retention,,,NO,3,8.82
Tooele,RV01:2U,Constitutional Amendment A,,,AGAINST,27,75
Tooele,RV01:2U,Constitutional Amendment A,,,FOR,9,25
Tooele,SP03:1,Registered Voters,,,,670,
Tooele,SP03:1,Ballots Cast,,,,346,
Tooele,SP03:1,U.S. Senate,,REP,MIKE LEE,174,50.73
Tooele,SP03:1,U.S. Senate,,,EVAN MCMULLIN,145,42.27
Tooele,SP03:1,U.S. Senate,,LIB,JAMES ARTHUR HANSEN,15,4.37
Tooele,SP03:1,U.S. Senate,,IAP,TOMMY WILLIAMS,9,2.62
Tooele,SP03:1,U.S. Senate,,,Write-In: Laird Fetzer Hamblin,0,0
Tooele,SP03:1,U.S. Senate,,,Write-In: Fictitious Entry,0,0
Tooele,SP03:1,U.S. Senate,,,Write-In Totals,0,0
Tooele,SP03:1,U.S. Senate,,,Not Assigned,0,0
Tooele,SP03:1,U.S. House,2,REP,CHRIS STEWART,194,57.4
Tooele,SP03:1,U.S. House,2,DEM,NICK MITCHELL,95,28.11
Tooele,SP03:1,U.S. House,2,CON,CASSIE EASLEY,27,7.99
Tooele,SP03:1,U.S. House,2,UUP,JAYMAC MCFARLAND,22,6.51
Tooele,SP03:1,State Treasurer,,REP,MARLO M. OAKS,229,71.34
Tooele,SP03:1,State Treasurer,,IAP,WARREN T ROGERS,41,12.77
Tooele,SP03:1,State Treasurer,,LIB,JOSEPH GEDDES BUCHMAN,32,9.97
Tooele,SP03:1,State Treasurer,,UUP,THOMAS ALAN HORNE,19,5.92
Tooele,SP03:1,State Senate,1,REP,SCOTT SANDALL,268,100
Tooele,SP03:1,State House,29,REP,BRIDGER BOLINDER,193,58.66
Tooele,SP03:1,State House,29,DEM,CHRIS DYER,85,25.84
Tooele,SP03:1,State House,29,CON,KIRK PEARSON,51,15.5
Tooele,SP03:1,County Attorney,,REP,SCOTT A. BROADHEAD,280,100
Tooele,SP03:1,County Auditor,,REP,ALISON H. MCCOY,279,100
Tooele,SP03:1,County Clerk,,REP,TRACY SHAW,287,100
Tooele,SP03:1,County Sheriff,,REP,PAUL J. WIMMER,227,70.06
Tooele,SP03:1,County Sheriff,,,M. DEAN ADAMS,97,29.94
Tooele,SP03:1,Local School Board 6,,,MELISSA RICH,262,100
Tooele,SP03:1,PAIGE PETERSEN Judicial Retention,,,YES,228,79.17
Tooele,SP03:1,PAIGE PETERSEN Judicial Retention,,,NO,60,20.83
Tooele,SP03:1,ADAM T. MOW Judicial Retention,,,YES,235,80.48
Tooele,SP03:1,ADAM T. MOW Judicial Retention,,,NO,57,19.52
Tooele,SP03:1,AMBER M. METTLER Judicial Retention,,,YES,235,80.48
Tooele,SP03:1,AMBER M. METTLER Judicial Retention,,,NO,57,19.52
Tooele,SP03:1,BARRY G. LAWRENCE Judicial Retention,,,YES,235,80.76
Tooele,SP03:1,BARRY G. LAWRENCE Judicial Retention,,,NO,56,19.24
Tooele,SP03:1,CHELSEA KOCH Judicial Retention,,,YES,220,75.6
Tooele,SP03:1,CHELSEA KOCH Judicial Retention,,,NO,71,24.4
Tooele,SP03:1,DIANNA M. GIBSON Judicial Retention,,,YES,225,77.05
Tooele,SP03:1,DIANNA M. GIBSON Judicial Retention,,,NO,67,22.95
Tooele,SP03:1,JAMES T. BLANCH Judicial Retention,,,YES,231,78.84
Tooele,SP03:1,JAMES T. BLANCH Judicial Retention,,,NO,62,21.16
Tooele,SP03:1,LINDA JONES Judicial Retention,,,YES,199,69.1
Tooele,SP03:1,LINDA JONES Judicial Retention,,,NO,89,30.9
Tooele,SP03:1,MARK S. KOURIS Judicial Retention,,,YES,210,72.92
Tooele,SP03:1,MARK S. KOURIS Judicial Retention,,,NO,78,27.08
Tooele,SP03:1,PATRICK W. CORUM Judicial Retention,,,YES,213,74.22
Tooele,SP03:1,PATRICK W. CORUM Judicial Retention,,,NO,74,25.78
Tooele,SP03:1,PAUL BOYD PARKER Judicial Retention,,,YES,226,78.2
Tooele,SP03:1,PAUL BOYD PARKER Judicial Retention,,,NO,63,21.8
Tooele,SP03:1,RANDALL N. SKANCHY Judicial Retention,,,YES,217,75.35
Tooele,SP03:1,RANDALL N. SKANCHY Judicial Retention,,,NO,71,24.65
Tooele,SP03:1,RICHARD E. MRAZIK Judicial Retention,,,YES,230,79.58
Tooele,SP03:1,RICHARD E. MRAZIK Judicial Retention,,,NO,59,20.42
Tooele,SP03:1,ROBERT P. FAUST Judicial Retention,,,YES,180,62.28
Tooele,SP03:1,ROBERT P. FAUST Judicial Retention,,,NO,109,37.72
Tooele,SP03:1,VERNICE S. TREASE Judicial Retention,,,YES,230,79.58
Tooele,SP03:1,VERNICE S. TREASE Judicial Retention,,,NO,59,20.42
Tooele,SP03:1,Constitutional Amendment A,,,AGAINST,199,61.99
Tooele,SP03:1,Constitutional Amendment A,,,FOR,122,38.01
Tooele,SP03:2,Registered Voters,,,,194,
Tooele,SP03:2,Ballots Cast,,,,122,
Tooele,SP03:2,U.S. Senate,,REP,MIKE LEE,77,64.17
Tooele,SP03:2,U.S. Senate,,,EVAN MCMULLIN,40,33.33
Tooele,SP03:2,U.S. Senate,,LIB,JAMES ARTHUR HANSEN,2,1.67
Tooele,SP03:2,U.S. Senate,,,Write-In: Fictitious Entry,1,0.83
Tooele,SP03:2,U.S. Senate,,IAP,TOMMY WILLIAMS,0,0
Tooele,SP03:2,U.S. Senate,,,Write-In: Laird Fetzer Hamblin,0,0
Tooele,SP03:2,U.S. Senate,,,Write-In Totals,1,0.83
Tooele,SP03:2,U.S. Senate,,,Not Assigned,0,0
Tooele,SP03:2,U.S. House,2,REP,CHRIS STEWART,84,70.59
Tooele,SP03:2,U.S. House,2,DEM,NICK MITCHELL,23,19.33
Tooele,SP03:2,U.S. House,2,UUP,JAYMAC MCFARLAND,8,6.72
Tooele,SP03:2,U.S. House,2,CON,CASSIE EASLEY,4,3.36
Tooele,SP03:2,State Treasurer,,REP,MARLO M. OAKS,92,80
Tooele,SP03:2,State Treasurer,,UUP,THOMAS ALAN HORNE,10,8.7
Tooele,SP03:2,State Treasurer,,LIB,JOSEPH GEDDES BUCHMAN,8,6.96
Tooele,SP03:2,State Treasurer,,IAP,WARREN T ROGERS,5,4.35
Tooele,SP03:2,State Senate,11,REP,DANIEL W. THATCHER,91,100
Tooele,SP03:2,State House,29,REP,BRIDGER BOLINDER,73,61.86
Tooele,SP03:2,State House,29,DEM,CHRIS DYER,28,23.73
Tooele,SP03:2,State House,29,CON,KIRK PEARSON,17,14.41
Tooele,SP03:2,County Attorney,,REP,SCOTT A. BROADHEAD,94,100
Tooele,SP03:2,County Auditor,,REP,ALISON H. MCCOY,96,100
Tooele,SP03:2,County Clerk,,REP,TRACY SHAW,96,100
Tooele,SP03:2,County Sheriff,,REP,PAUL J. WIMMER,86,75.44
Tooele,SP03:2,County Sheriff,,,M. DEAN ADAMS,28,24.56
Tooele,SP03:2,Local School Board 6,,,MELISSA RICH,87,100
Tooele,SP03:2,PAIGE PETERSEN Judicial Retention,,,YES,83,82.18
Tooele,SP03:2,PAIGE PETERSEN Judicial Retention,,,NO,18,17.82
Tooele,SP03:2,ADAM T. MOW Judicial Retention,,,YES,86,84.31
Tooele,SP03:2,ADAM T. MOW Judicial Retention,,,NO,16,15.69
Tooele,SP03:2,AMBER M. METTLER Judicial Retention,,,YES,88,86.27
Tooele,SP03:2,AMBER M. METTLER Judicial Retention,,,NO,14,13.73
Tooele,SP03:2,BARRY G. LAWRENCE Judicial Retention,,,YES,88,87.13
Tooele,SP03:2,BARRY G. LAWRENCE Judicial Retention,,,NO,13,12.87
Tooele,SP03:2,CHELSEA KOCH Judicial Retention,,,YES,83,81.37
Tooele,SP03:2,CHELSEA KOCH Judicial Retention,,,NO,19,18.63
Tooele,SP03:2,DIANNA M. GIBSON Judicial Retention,,,YES,84,82.35
Tooele,SP03:2,DIANNA M. GIBSON Judicial Retention,,,NO,18,17.65
Tooele,SP03:2,JAMES T. BLANCH Judicial Retention,,,YES,87,85.29
Tooele,SP03:2,JAMES T. BLANCH Judicial Retention,,,NO,15,14.71
Tooele,SP03:2,LINDA JONES Judicial Retention,,,YES,82,82
Tooele,SP03:2,LINDA JONES Judicial Retention,,,NO,18,18
Tooele,SP03:2,MARK S. KOURIS Judicial Retention,,,YES,81,81.82
Tooele,SP03:2,MARK S. KOURIS Judicial Retention,,,NO,18,18.18
Tooele,SP03:2,PATRICK W. CORUM Judicial Retention,,,YES,80,81.63
Tooele,SP03:2,PATRICK W. CORUM Judicial Retention,,,NO,18,18.37
Tooele,SP03:2,PAUL BOYD PARKER Judicial Retention,,,YES,85,85
Tooele,SP03:2,PAUL BOYD PARKER Judicial Retention,,,NO,15,15
Tooele,SP03:2,RANDALL N. SKANCHY Judicial Retention,,,YES,77,78.57
Tooele,SP03:2,RANDALL N. SKANCHY Judicial Retention,,,NO,21,21.43
Tooele,SP03:2,RICHARD E. MRAZIK Judicial Retention,,,YES,87,87.88
Tooele,SP03:2,RICHARD E. MRAZIK Judicial Retention,,,NO,12,12.12
Tooele,SP03:2,ROBERT P. FAUST Judicial Retention,,,YES,68,68
Tooele,SP03:2,ROBERT P. FAUST Judicial Retention,,,NO,32,32
Tooele,SP03:2,VERNICE S. TREASE Judicial Retention,,,YES,84,84
Tooele,SP03:2,VERNICE S. TREASE Judicial Retention,,,NO,16,16
Tooele,SP03:2,Constitutional Amendment A,,,AGAINST,69,67.65
Tooele,SP03:2,Constitutional Amendment A,,,FOR,33,32.35
Tooele,SP04:1,Registered Voters,,,,811,
Tooele,SP04:1,Ballots Cast,,,,446,
Tooele,SP04:1,U.S. Senate,,REP,MIKE LEE,233,52.71
Tooele,SP04:1,U.S. Senate,,,EVAN MCMULLIN,191,43.21
Tooele,SP04:1,U.S. Senate,,LIB,JAMES ARTHUR HANSEN,11,2.49
Tooele,SP04:1,U.S. Senate,,IAP,TOMMY WILLIAMS,7,1.58
Tooele,SP04:1,U.S. Senate,,,Write-In: Laird Fetzer Hamblin,0,0
Tooele,SP04:1,U.S. Senate,,,Write-In: Fictitious Entry,0,0
Tooele,SP04:1,U.S. Senate,,,Write-In Totals,0,0
Tooele,SP04:1,U.S. Senate,,,Not Assigned,0,0
Tooele,SP04:1,U.S. House,2,REP,CHRIS STEWART,271,61.87
Tooele,SP04:1,U.S. House,2,DEM,NICK MITCHELL,131,29.91
Tooele,SP04:1,U.S. House,2,UUP,JAYMAC MCFARLAND,18,4.11
Tooele,SP04:1,U.S. House,2,CON,CASSIE EASLEY,18,4.11
Tooele,SP04:1,State Treasurer,,REP,MARLO M. OAKS,312,73.76
Tooele,SP04:1,State Treasurer,,LIB,JOSEPH GEDDES BUCHMAN,51,12.06
Tooele,SP04:1,State Treasurer,,UUP,THOMAS ALAN HORNE,36,8.51
Tooele,SP04:1,State Treasurer,,IAP,WARREN T ROGERS,24,5.67
