county,precinct,office,district,party,candidate,early_voting,mail,vote_centers,votes
Salt Lake,SLC144,U.S. Senate,,REP,Mitt Romney,0,100,1,101
Salt Lake,SLC146,U.S. Senate,,REP,Mitt Romney,0,17,2,19
Salt Lake,SLC147,U.S. Senate,,REP,Mitt Romney,0,43,2,45
Salt Lake,SLC148,U.S. Senate,,REP,Mitt Romney,0,33,1,34
Salt Lake,SLC149,U.S. Senate,,REP,Mitt Romney,0,77,1,78
Salt Lake,SLC150,U.S. Senate,,REP,Mitt Romney,0,2,0,2
Salt Lake,SLC151,U.S. Senate,,REP,Mitt Romney,0,64,3,67
Salt Lake,SLC152,U.S. Senate,,REP,Mitt Romney,0,85,1,86
Salt Lake,SLC155,U.S. Senate,,REP,Mitt Romney,1,121,3,125
Salt Lake,SLC156,U.S. Senate,,REP,Mitt Romney,0,65,2,67
Salt Lake,SLC158,U.S. Senate,,REP,Mitt Romney,0,46,7,53
Salt Lake,SLC159,U.S. Senate,,REP,Mitt Romney,0,87,3,90
Salt Lake,SLC160,U.S. Senate,,REP,Mitt Romney,0,91,1,92
Salt Lake,SLC163,U.S. Senate,,REP,Mitt Romney,0,123,4,127
Salt Lake,SLC164,U.S. Senate,,REP,Mitt Romney,1,61,1,63
Salt Lake,SLC166,U.S. Senate,,REP,Mitt Romney,0,169,2,171
Salt Lake,SLC167,U.S. Senate,,REP,Mitt Romney,1,105,3,109
Salt Lake,SNB001,U.S. Senate,,REP,Mitt Romney,0,1,0,1
Salt Lake,SSL001,U.S. Senate,,REP,Mitt Romney,0,18,1,19
Salt Lake,SSL002,U.S. Senate,,REP,Mitt Romney,0,32,3,35
Salt Lake,SSL003,U.S. Senate,,REP,Mitt Romney,0,3,0,3
Salt Lake,SSL004,U.S. Senate,,REP,Mitt Romney,1,23,3,27
Salt Lake,SSL005,U.S. Senate,,REP,Mitt Romney,1,43,2,46
Salt Lake,SSL006,U.S. Senate,,REP,Mitt Romney,1,53,8,62
Salt Lake,SSL007,U.S. Senate,,REP,Mitt Romney,0,68,1,69
Salt Lake,SSL008,U.S. Senate,,REP,Mitt Romney,0,47,0,47
Salt Lake,SSL009,U.S. Senate,,REP,Mitt Romney,0,15,0,15
Salt Lake,SSL010,U.S. Senate,,REP,Mitt Romney,0,34,1,35
Salt Lake,SSL011,U.S. Senate,,REP,Mitt Romney,0,49,1,50
Salt Lake,SSL012,U.S. Senate,,REP,Mitt Romney,0,16,1,17
Salt Lake,SSL014,U.S. Senate,,REP,Mitt Romney,1,66,6,73
Salt Lake,SWT001,U.S. Senate,,REP,Mitt Romney,0,63,0,63
Salt Lake,SWT002,U.S. Senate,,REP,Mitt Romney,0,0,0,0
Salt Lake,TAY001,U.S. Senate,,REP,Mitt Romney,0,118,4,122
Salt Lake,TAY002,U.S. Senate,,REP,Mitt Romney,1,104,0,105
Salt Lake,TAY004,U.S. Senate,,REP,Mitt Romney,0,77,1,78
Salt Lake,TAY007,U.S. Senate,,REP,Mitt Romney,0,138,6,144
Salt Lake,TAY008,U.S. Senate,,REP,Mitt Romney,0,102,4,106
Salt Lake,TAY010,U.S. Senate,,REP,Mitt Romney,0,44,0,44
Salt Lake,TAY011,U.S. Senate,,REP,Mitt Romney,0,84,1,85
Salt Lake,TAY012,U.S. Senate,,REP,Mitt Romney,0,25,4,29
Salt Lake,TAY013,U.S. Senate,,REP,Mitt Romney,0,30,0,30
Salt Lake,TAY014,U.S. Senate,,REP,Mitt Romney,0,136,3,139
Salt Lake,TAY015,U.S. Senate,,REP,Mitt Romney,0,133,4,137
Salt Lake,TAY016,U.S. Senate,,REP,Mitt Romney,3,95,4,102
Salt Lake,TAY017,U.S. Senate,,REP,Mitt Romney,0,155,5,160
Salt Lake,TAY020,U.S. Senate,,REP,Mitt Romney,0,125,2,127
Salt Lake,TAY021,U.S. Senate,,REP,Mitt Romney,1,143,4,148
Salt Lake,TAY022,U.S. Senate,,REP,Mitt Romney,1,66,0,67
Salt Lake,TAY023,U.S. Senate,,REP,Mitt Romney,0,89,1,90
Salt Lake,TAY024,U.S. Senate,,REP,Mitt Romney,0,144,9,153
Salt Lake,TAY025,U.S. Senate,,REP,Mitt Romney,0,120,1,121
Salt Lake,TAY026,U.S. Senate,,REP,Mitt Romney,0,78,1,79
Salt Lake,TAY027,U.S. Senate,,REP,Mitt Romney,0,71,1,72
Salt Lake,TAY028,U.S. Senate,,REP,Mitt Romney,0,58,1,59
Salt Lake,TAY029,U.S. Senate,,REP,Mitt Romney,0,2,0,2
Salt Lake,TAY030,U.S. Senate,,REP,Mitt Romney,0,127,12,139
Salt Lake,TAY031,U.S. Senate,,REP,Mitt Romney,0,78,3,81
Salt Lake,TAY032,U.S. Senate,,REP,Mitt Romney,2,93,4,99
Salt Lake,TAY033,U.S. Senate,,REP,Mitt Romney,0,69,0,69
Salt Lake,TAY034,U.S. Senate,,REP,Mitt Romney,0,123,4,127
Salt Lake,TAY035,U.S. Senate,,REP,Mitt Romney,4,179,4,187
Salt Lake,TAY036,U.S. Senate,,REP,Mitt Romney,0,56,0,56
Salt Lake,TAY037,U.S. Senate,,REP,Mitt Romney,0,55,1,56
Salt Lake,TAY038,U.S. Senate,,REP,Mitt Romney,0,60,0,60
Salt Lake,TAY039,U.S. Senate,,REP,Mitt Romney,0,144,1,145
Salt Lake,TAY040,U.S. Senate,,REP,Mitt Romney,1,119,1,121
Salt Lake,TAY041,U.S. Senate,,REP,Mitt Romney,0,114,0,114
Salt Lake,TAY042,U.S. Senate,,REP,Mitt Romney,1,148,2,151
Salt Lake,TAY043,U.S. Senate,,REP,Mitt Romney,0,124,3,127
Salt Lake,TAY044,U.S. Senate,,REP,Mitt Romney,0,2,0,2
Salt Lake,TAY045,U.S. Senate,,REP,Mitt Romney,0,71,5,76
Salt Lake,WBN001,U.S. Senate,,REP,Mitt Romney,0,91,5,96
Salt Lake,WBN002,U.S. Senate,,REP,Mitt Romney,0,2,0,2
Salt Lake,WBN003,U.S. Senate,,REP,Mitt Romney,0,0,0,0
Salt Lake,WBN004,U.S. Senate,,REP,Mitt Romney,0,0,0,0
Salt Lake,WBN005,U.S. Senate,,REP,Mitt Romney,0,18,0,18
Salt Lake,WCN001,U.S. Senate,,REP,Mitt Romney,0,92,3,95
Salt Lake,WCR002,U.S. Senate,,REP,Mitt Romney,0,4,0,4
Salt Lake,WCR003,U.S. Senate,,REP,Mitt Romney,0,17,0,17
Salt Lake,WCR005,U.S. Senate,,REP,Mitt Romney,0,197,3,200
Salt Lake,WHT001,U.S. Senate,,REP,Mitt Romney,0,100,0,100
Salt Lake,WHT002,U.S. Senate,,REP,Mitt Romney,0,72,2,74
Salt Lake,WHT003,U.S. Senate,,REP,Mitt Romney,0,97,2,99
Salt Lake,WHT004,U.S. Senate,,REP,Mitt Romney,0,93,2,95
Salt Lake,WHT005,U.S. Senate,,REP,Mitt Romney,0,59,0,59
Salt Lake,WJD001,U.S. Senate,,REP,Mitt Romney,0,85,4,89
Salt Lake,WJD002,U.S. Senate,,REP,Mitt Romney,0,0,0,0
Salt Lake,WJD003,U.S. Senate,,REP,Mitt Romney,0,90,3,93
Salt Lake,WJD004,U.S. Senate,,REP,Mitt Romney,0,18,0,18
Salt Lake,WJD005,U.S. Senate,,REP,Mitt Romney,0,50,1,51
Salt Lake,WJD006,U.S. Senate,,REP,Mitt Romney,0,19,1,20
Salt Lake,WJD007,U.S. Senate,,REP,Mitt Romney,0,57,0,57
Salt Lake,WJD008,U.S. Senate,,REP,Mitt Romney,0,50,4,54
Salt Lake,WJD009,U.S. Senate,,REP,Mitt Romney,0,135,5,140
Salt Lake,WJD011,U.S. Senate,,REP,Mitt Romney,1,82,1,84
Salt Lake,WJD012,U.S. Senate,,REP,Mitt Romney,0,136,2,138
Salt Lake,WJD013,U.S. Senate,,REP,Mitt Romney,0,216,2,218
Salt Lake,WJD014,U.S. Senate,,REP,Mitt Romney,0,0,0,0
Salt Lake,WJD015,U.S. Senate,,REP,Mitt Romney,0,90,2,92
Salt Lake,WJD017,U.S. Senate,,REP,Mitt Romney,0,138,4,142
Salt Lake,WJD018,U.S. Senate,,REP,Mitt Romney,0,38,0,38
Salt Lake,WJD019,U.S. Senate,,REP,Mitt Romney,0,24,3,27
Salt Lake,WJD020,U.S. Senate,,REP,Mitt Romney,0,160,1,161
Salt Lake,WJD021,U.S. Senate,,REP,Mitt Romney,0,96,3,99
Salt Lake,WJD022,U.S. Senate,,REP,Mitt Romney,0,67,3,70
Salt Lake,WJD023,U.S. Senate,,REP,Mitt Romney,0,126,3,129
Salt Lake,WJD024,U.S. Senate,,REP,Mitt Romney,0,146,8,154
Salt Lake,WJD025,U.S. Senate,,REP,Mitt Romney,0,144,3,147
Salt Lake,WJD027,U.S. Senate,,REP,Mitt Romney,0,144,1,145
Salt Lake,WJD028,U.S. Senate,,REP,Mitt Romney,0,146,3,149
Salt Lake,WJD030,U.S. Senate,,REP,Mitt Romney,1,128,1,130
Salt Lake,WJD031,U.S. Senate,,REP,Mitt Romney,0,130,4,134
Salt Lake,WJD032,U.S. Senate,,REP,Mitt Romney,0,107,8,115
Salt Lake,WJD033,U.S. Senate,,REP,Mitt Romney,0,131,5,136
Salt Lake,WJD034,U.S. Senate,,REP,Mitt Romney,0,84,3,87
Salt Lake,WJD035,U.S. Senate,,REP,Mitt Romney,0,128,0,128
Salt Lake,WJD036,U.S. Senate,,REP,Mitt Romney,0,71,2,73
Salt Lake,WJD037,U.S. Senate,,REP,Mitt Romney,0,84,2,86
Salt Lake,WJD038,U.S. Senate,,REP,Mitt Romney,0,87,2,89
Salt Lake,WJD039,U.S. Senate,,REP,Mitt Romney,0,168,2,170
Salt Lake,WJD040,U.S. Senate,,REP,Mitt Romney,0,87,3,90
Salt Lake,WJD042,U.S. Senate,,REP,Mitt Romney,2,70,3,75
Salt Lake,WJD043,U.S. Senate,,REP,Mitt Romney,0,38,2,40
Salt Lake,WJD044,U.S. Senate,,REP,Mitt Romney,1,151,1,153
Salt Lake,WJD045,U.S. Senate,,REP,Mitt Romney,0,115,5,120
Salt Lake,WJD046,U.S. Senate,,REP,Mitt Romney,0,66,2,68
Salt Lake,WJD047,U.S. Senate,,REP,Mitt Romney,0,167,9,176
Salt Lake,WJD048,U.S. Senate,,REP,Mitt Romney,0,53,1,54
Salt Lake,WJD049,U.S. Senate,,REP,Mitt Romney,0,159,3,162
Salt Lake,WJD050,U.S. Senate,,REP,Mitt Romney,0,164,4,168
Salt Lake,WJD051,U.S. Senate,,REP,Mitt Romney,0,35,0,35
Salt Lake,WJD052,U.S. Senate,,REP,Mitt Romney,0,118,3,121
Salt Lake,WJD053,U.S. Senate,,REP,Mitt Romney,0,49,3,52
Salt Lake,WJD054,U.S. Senate,,REP,Mitt Romney,0,91,4,95
Salt Lake,WJD055,U.S. Senate,,REP,Mitt Romney,1,107,6,114
Salt Lake,WJD056,U.S. Senate,,REP,Mitt Romney,0,134,3,137
Salt Lake,WJD057,U.S. Senate,,REP,Mitt Romney,0,110,2,112
Salt Lake,WJD059,U.S. Senate,,REP,Mitt Romney,0,148,1,149
Salt Lake,WJD060,U.S. Senate,,REP,Mitt Romney,0,73,6,79
Salt Lake,WJD061,U.S. Senate,,REP,Mitt Romney,0,4,1,5
Salt Lake,WJD063,U.S. Senate,,REP,Mitt Romney,0,157,6,163
Salt Lake,WJD064,U.S. Senate,,REP,Mitt Romney,0,130,3,133
Salt Lake,WJD065,U.S. Senate,,REP,Mitt Romney,0,97,4,101
Salt Lake,WJD066,U.S. Senate,,REP,Mitt Romney,0,133,3,136
Salt Lake,WJD067,U.S. Senate,,REP,Mitt Romney,0,3,0,3
Salt Lake,WJD068,U.S. Senate,,REP,Mitt Romney,0,240,2,242
Salt Lake,WJD069,U.S. Senate,,REP,Mitt Romney,1,187,6,194
Salt Lake,WJD070,U.S. Senate,,REP,Mitt Romney,0,69,4,73
Salt Lake,WJD071,U.S. Senate,,REP,Mitt Romney,0,51,0,51
Salt Lake,WJD074,U.S. Senate,,REP,Mitt Romney,0,61,0,61
Salt Lake,WJD075,U.S. Senate,,REP,Mitt Romney,0,90,0,90
Salt Lake,WJD080,U.S. Senate,,REP,Mitt Romney,0,81,1,82
Salt Lake,WVC001,U.S. Senate,,REP,Mitt Romney,0,18,0,18
Salt Lake,WVC002,U.S. Senate,,REP,Mitt Romney,0,164,0,164
Salt Lake,WVC003,U.S. Senate,,REP,Mitt Romney,0,79,0,79
Salt Lake,WVC004,U.S. Senate,,REP,Mitt Romney,0,51,1,52
Salt Lake,WVC005,U.S. Senate,,REP,Mitt Romney,0,35,0,35
Salt Lake,WVC006,U.S. Senate,,REP,Mitt Romney,0,115,1,116
Salt Lake,WVC007,U.S. Senate,,REP,Mitt Romney,0,68,1,69
Salt Lake,WVC008,U.S. Senate,,REP,Mitt Romney,0,75,1,76
Salt Lake,WVC009,U.S. Senate,,REP,Mitt Romney,0,97,0,97
Salt Lake,WVC010,U.S. Senate,,REP,Mitt Romney,0,86,0,86
Salt Lake,WVC011,U.S. Senate,,REP,Mitt Romney,2,94,1,97
Salt Lake,WVC012,U.S. Senate,,REP,Mitt Romney,0,111,2,113
Salt Lake,WVC013,U.S. Senate,,REP,Mitt Romney,0,84,1,85
Salt Lake,WVC014,U.S. Senate,,REP,Mitt Romney,0,128,0,128
Salt Lake,WVC015,U.S. Senate,,REP,Mitt Romney,0,68,1,69
Salt Lake,WVC016,U.S. Senate,,REP,Mitt Romney,1,88,0,89
Salt Lake,WVC017,U.S. Senate,,REP,Mitt Romney,0,75,4,79
Salt Lake,WVC018,U.S. Senate,,REP,Mitt Romney,0,73,1,74
Salt Lake,WVC019,U.S. Senate,,REP,Mitt Romney,0,93,0,93
Salt Lake,WVC020,U.S. Senate,,REP,Mitt Romney,0,0,0,0
Salt Lake,WVC021,U.S. Senate,,REP,Mitt Romney,0,38,4,42
Salt Lake,WVC022,U.S. Senate,,REP,Mitt Romney,0,69,0,69
Salt Lake,WVC023,U.S. Senate,,REP,Mitt Romney,2,30,3,35
Salt Lake,WVC024,U.S. Senate,,REP,Mitt Romney,0,85,0,85
Salt Lake,WVC025,U.S. Senate,,REP,Mitt Romney,0,86,3,89
Salt Lake,WVC026,U.S. Senate,,REP,Mitt Romney,0,91,3,94
Salt Lake,WVC027,U.S. Senate,,REP,Mitt Romney,0,51,1,52
Salt Lake,WVC028,U.S. Senate,,REP,Mitt Romney,1,43,1,45
Salt Lake,WVC029,U.S. Senate,,REP,Mitt Romney,0,43,0,43
Salt Lake,WVC030,U.S. Senate,,REP,Mitt Romney,1,34,2,37
Salt Lake,WVC031,U.S. Senate,,REP,Mitt Romney,0,16,2,18
Salt Lake,WVC032,U.S. Senate,,REP,Mitt Romney,0,43,1,44
Salt Lake,WVC033,U.S. Senate,,REP,Mitt Romney,1,106,1,108
Salt Lake,WVC034,U.S. Senate,,REP,Mitt Romney,2,71,4,77
Salt Lake,WVC035,U.S. Senate,,REP,Mitt Romney,0,43,1,44
Salt Lake,WVC036,U.S. Senate,,REP,Mitt Romney,0,34,1,35
Salt Lake,WVC037,U.S. Senate,,REP,Mitt Romney,0,67,4,71
Salt Lake,WVC038,U.S. Senate,,REP,Mitt Romney,0,20,2,22
Salt Lake,WVC039,U.S. Senate,,REP,Mitt Romney,0,127,3,130
Salt Lake,WVC040,U.S. Senate,,REP,Mitt Romney,0,14,0,14
Salt Lake,WVC041,U.S. Senate,,REP,Mitt Romney,0,13,0,13
Salt Lake,WVC042,U.S. Senate,,REP,Mitt Romney,1,23,1,25
Salt Lake,WVC043,U.S. Senate,,REP,Mitt Romney,0,6,2,8
Salt Lake,WVC044,U.S. Senate,,REP,Mitt Romney,1,26,2,29
Salt Lake,WVC045,U.S. Senate,,REP,Mitt Romney,0,61,3,64
Salt Lake,WVC046,U.S. Senate,,REP,Mitt Romney,0,68,4,72
Salt Lake,WVC047,U.S. Senate,,REP,Mitt Romney,0,28,0,28
Salt Lake,WVC049,U.S. Senate,,REP,Mitt Romney,0,51,0,51
Salt Lake,WVC051,U.S. Senate,,REP,Mitt Romney,2,86,1,89
Salt Lake,WVC052,U.S. Senate,,REP,Mitt Romney,0,72,3,75
Salt Lake,WVC053,U.S. Senate,,REP,Mitt Romney,0,45,2,47
Salt Lake,WVC054,U.S. Senate,,REP,Mitt Romney,1,75,0,76
Salt Lake,WVC055,U.S. Senate,,REP,Mitt Romney,0,68,0,68
Salt Lake,WVC056,U.S. Senate,,REP,Mitt Romney,0,24,1,25
Salt Lake,WVC057,U.S. Senate,,REP,Mitt Romney,0,85,5,90
Salt Lake,WVC058,U.S. Senate,,REP,Mitt Romney,1,69,2,72
Salt Lake,WVC059,U.S. Senate,,REP,Mitt Romney,0,100,3,103
Salt Lake,WVC060,U.S. Senate,,REP,Mitt Romney,0,83,0,83
Salt Lake,WVC061,U.S. Senate,,REP,Mitt Romney,0,117,0,117
Salt Lake,WVC062,U.S. Senate,,REP,Mitt Romney,0,85,3,88
Salt Lake,WVC063,U.S. Senate,,REP,Mitt Romney,0,129,4,133
Salt Lake,WVC065,U.S. Senate,,REP,Mitt Romney,0,45,0,45
Salt Lake,WVC066,U.S. Senate,,REP,Mitt Romney,0,52,0,52
Salt Lake,WVC067,U.S. Senate,,REP,Mitt Romney,0,81,3,84
Salt Lake,WVC068,U.S. Senate,,REP,Mitt Romney,0,85,0,85
Salt Lake,WVC070,U.S. Senate,,REP,Mitt Romney,0,83,2,85
Salt Lake,WVC071,U.S. Senate,,REP,Mitt Romney,0,122,2,124
Salt Lake,WVC072,U.S. Senate,,REP,Mitt Romney,1,97,2,100
Salt Lake,WVC073,U.S. Senate,,REP,Mitt Romney,0,1,0,1
Salt Lake,WVC074,U.S. Senate,,REP,Mitt Romney,1,40,2,43
Salt Lake,WVC076,U.S. Senate,,REP,Mitt Romney,0,21,0,21
Salt Lake,WVC077,U.S. Senate,,REP,Mitt Romney,0,40,1,41
Salt Lake,WVC078,U.S. Senate,,REP,Mitt Romney,0,64,3,67
Salt Lake,WVC079,U.S. Senate,,REP,Mitt Romney,0,35,2,37
Salt Lake,ALT001,U.S. Senate,,REP,Mike Kennedy,0,7,0,7
Salt Lake,BLF001,U.S. Senate,,REP,Mike Kennedy,0,106,4,110
Salt Lake,BLF003,U.S. Senate,,REP,Mike Kennedy,1,69,15,85
Salt Lake,BLF004,U.S. Senate,,REP,Mike Kennedy,0,84,3,87
Salt Lake,BLF005,U.S. Senate,,REP,Mike Kennedy,0,3,1,4
Salt Lake,BLF006,U.S. Senate,,REP,Mike Kennedy,0,32,3,35
Salt Lake,BLF007,U.S. Senate,,REP,Mike Kennedy,0,64,11,75
Salt Lake,BRT901,U.S. Senate,,REP,Mike Kennedy,0,8,1,9
Salt Lake,BRT902,U.S. Senate,,REP,Mike Kennedy,0,1,0,1
Salt Lake,CBL001,U.S. Senate,,REP,Mike Kennedy,0,24,4,28
Salt Lake,CBL002,U.S. Senate,,REP,Mike Kennedy,0,9,1,10
Salt Lake,CCN001,U.S. Senate,,REP,Mike Kennedy,0,0,0,0
Salt Lake,COP001,U.S. Senate,,REP,Mike Kennedy,0,19,5,24
Salt Lake,COT001,U.S. Senate,,REP,Mike Kennedy,0,37,3,40
Salt Lake,COT003,U.S. Senate,,REP,Mike Kennedy,0,21,3,24
Salt Lake,COT004,U.S. Senate,,REP,Mike Kennedy,0,39,1,40
Salt Lake,COT007,U.S. Senate,,REP,Mike Kennedy,0,12,2,14
Salt Lake,COT008,U.S. Senate,,REP,Mike Kennedy,0,30,0,30
Salt Lake,COT009,U.S. Senate,,REP,Mike Kennedy,1,23,2,26
Salt Lake,COT011,U.S. Senate,,REP,Mike Kennedy,1,38,2,41
Salt Lake,COT012,U.S. Senate,,REP,Mike Kennedy,0,37,1,38
Salt Lake,COT013,U.S. Senate,,REP,Mike Kennedy,0,38,4,42
Salt Lake,COT014,U.S. Senate,,REP,Mike Kennedy,0,27,0,27
Salt Lake,COT015,U.S. Senate,,REP,Mike Kennedy,0,24,1,25
Salt Lake,COT016,U.S. Senate,,REP,Mike Kennedy,0,34,0,34
Salt Lake,COT017,U.S. Senate,,REP,Mike Kennedy,0,25,7,32
Salt Lake,COT018,U.S. Senate,,REP,Mike Kennedy,0,31,0,31
Salt Lake,COT019,U.S. Senate,,REP,Mike Kennedy,0,19,4,23
Salt Lake,COT020,U.S. Senate,,REP,Mike Kennedy,0,28,2,30
Salt Lake,COT021,U.S. Senate,,REP,Mike Kennedy,1,46,0,47
Salt Lake,COT022,U.S. Senate,,REP,Mike Kennedy,0,35,2,37
Salt Lake,COT023,U.S. Senate,,REP,Mike Kennedy,0,27,1,28
Salt Lake,COT024,U.S. Senate,,REP,Mike Kennedy,0,22,4,26
Salt Lake,COT025,U.S. Senate,,REP,Mike Kennedy,0,19,1,20
Salt Lake,COT026,U.S. Senate,,REP,Mike Kennedy,0,28,0,28
Salt Lake,COT027,U.S. Senate,,REP,Mike Kennedy,0,41,2,43
Salt Lake,COT028,U.S. Senate,,REP,Mike Kennedy,0,27,0,27
Salt Lake,COT029,U.S. Senate,,REP,Mike Kennedy,0,24,2,26
Salt Lake,COT030,U.S. Senate,,REP,Mike Kennedy,0,19,2,21
Salt Lake,COT031,U.S. Senate,,REP,Mike Kennedy,0,23,1,24
Salt Lake,COT033,U.S. Senate,,REP,Mike Kennedy,0,34,2,36
Salt Lake,COT034,U.S. Senate,,REP,Mike Kennedy,2,47,1,50
Salt Lake,COT036,U.S. Senate,,REP,Mike Kennedy,0,43,5,48
Salt Lake,COT037,U.S. Senate,,REP,Mike Kennedy,0,24,0,24
Salt Lake,COT038,U.S. Senate,,REP,Mike Kennedy,0,2,0,2
Salt Lake,COT039,U.S. Senate,,REP,Mike Kennedy,0,3,0,3
Salt Lake,DRP002,U.S. Senate,,REP,Mike Kennedy,1,51,2,54
Salt Lake,DRP003,U.S. Senate,,REP,Mike Kennedy,1,67,6,74
Salt Lake,DRP004,U.S. Senate,,REP,Mike Kennedy,0,45,6,51
Salt Lake,DRP006,U.S. Senate,,REP,Mike Kennedy,1,30,3,34
Salt Lake,DRP007,U.S. Senate,,REP,Mike Kennedy,0,33,0,33
Salt Lake,DRP008,U.S. Senate,,REP,Mike Kennedy,0,24,0,24
Salt Lake,DRP009,U.S. Senate,,REP,Mike Kennedy,0,46,6,52
Salt Lake,DRP010,U.S. Senate,,REP,Mike Kennedy,1,50,5,56
Salt Lake,DRP011,U.S. Senate,,REP,Mike Kennedy,0,67,5,72
Salt Lake,DRP013,U.S. Senate,,REP,Mike Kennedy,0,66,1,67
Salt Lake,DRP015,U.S. Senate,,REP,Mike Kennedy,0,58,4,62
Salt Lake,DRP017,U.S. Senate,,REP,Mike Kennedy,0,56,9,65
Salt Lake,DRP019,U.S. Senate,,REP,Mike Kennedy,0,56,1,57
Salt Lake,DRP020,U.S. Senate,,REP,Mike Kennedy,1,53,2,56
Salt Lake,DRP024,U.S. Senate,,REP,Mike Kennedy,0,73,3,76
Salt Lake,DRP025,U.S. Senate,,REP,Mike Kennedy,0,40,4,44
Salt Lake,DRP027,U.S. Senate,,REP,Mike Kennedy,0,44,4,48
Salt Lake,DRP028,U.S. Senate,,REP,Mike Kennedy,0,40,4,44
Salt Lake,DRP029,U.S. Senate,,REP,Mike Kennedy,0,78,0,78
Salt Lake,DRP030,U.S. Senate,,REP,Mike Kennedy,0,42,4,46
Salt Lake,DRP031,U.S. Senate,,REP,Mike Kennedy,3,64,3,70
Salt Lake,DRP032,U.S. Senate,,REP,Mike Kennedy,0,3,0,3
Salt Lake,EMG001,U.S. Senate,,REP,Mike Kennedy,1,22,1,24
Salt Lake,FUR001,U.S. Senate,,REP,Mike Kennedy,0,0,0,0
Salt Lake,GNT001,U.S. Senate,,REP,Mike Kennedy,0,17,0,17
Salt Lake,GNT004,U.S. Senate,,REP,Mike Kennedy,0,22,1,23
Salt Lake,GNT006,U.S. Senate,,REP,Mike Kennedy,0,11,4,15
Salt Lake,GSL001,U.S. Senate,,REP,Mike Kennedy,0,0,0,0
Salt Lake,HER001,U.S. Senate,,REP,Mike Kennedy,0,41,9,50
Salt Lake,HER002,U.S. Senate,,REP,Mike Kennedy,0,63,4,67
Salt Lake,HER003,U.S. Senate,,REP,Mike Kennedy,0,0,0,0
Salt Lake,HER004,U.S. Senate,,REP,Mike Kennedy,0,28,5,33
Salt Lake,HER005,U.S. Senate,,REP,Mike Kennedy,0,98,6,104
Salt Lake,HER006,U.S. Senate,,REP,Mike Kennedy,0,47,8,55
Salt Lake,HER007,U.S. Senate,,REP,Mike Kennedy,0,15,2,17
Salt Lake,HER008,U.S. Senate,,REP,Mike Kennedy,1,59,3,63
Salt Lake,HER009,U.S. Senate,,REP,Mike Kennedy,0,42,5,47
Salt Lake,HER010,U.S. Senate,,REP,Mike Kennedy,0,55,4,59
Salt Lake,HER011,U.S. Senate,,REP,Mike Kennedy,0,18,0,18
Salt Lake,HER012,U.S. Senate,,REP,Mike Kennedy,0,62,3,65
Salt Lake,HER013,U.S. Senate,,REP,Mike Kennedy,0,80,7,87
Salt Lake,HER014,U.S. Senate,,REP,Mike Kennedy,0,75,2,77
Salt Lake,HER015,U.S. Senate,,REP,Mike Kennedy,0,44,5,49
Salt Lake,HER016,U.S. Senate,,REP,Mike Kennedy,0,3,0,3
Salt Lake,HER017,U.S. Senate,,REP,Mike Kennedy,0,50,3,53
Salt Lake,HER018,U.S. Senate,,REP,Mike Kennedy,0,10,3,13
Salt Lake,HER019,U.S. Senate,,REP,Mike Kennedy,0,50,6,56
Salt Lake,HER020,U.S. Senate,,REP,Mike Kennedy,0,18,1,19
Salt Lake,HER022,U.S. Senate,,REP,Mike Kennedy,0,5,1,6
Salt Lake,HER024,U.S. Senate,,REP,Mike Kennedy,0,14,0,14
Salt Lake,HER025,U.S. Senate,,REP,Mike Kennedy,0,0,2,2
Salt Lake,HOL001,U.S. Senate,,REP,Mike Kennedy,0,34,3,37
Salt Lake,HOL003,U.S. Senate,,REP,Mike Kennedy,0,35,2,37
Salt Lake,HOL004,U.S. Senate,,REP,Mike Kennedy,1,11,2,14
Salt Lake,HOL005,U.S. Senate,,REP,Mike Kennedy,0,25,0,25
Salt Lake,HOL006,U.S. Senate,,REP,Mike Kennedy,0,34,2,36
Salt Lake,HOL007,U.S. Senate,,REP,Mike Kennedy,0,22,4,26
Salt Lake,HOL008,U.S. Senate,,REP,Mike Kennedy,0,27,1,28
Salt Lake,HOL009,U.S. Senate,,REP,Mike Kennedy,0,20,2,22
Salt Lake,HOL010,U.S. Senate,,REP,Mike Kennedy,0,18,2,20
Salt Lake,HOL011,U.S. Senate,,REP,Mike Kennedy,0,21,4,25
Salt Lake,HOL012,U.S. Senate,,REP,Mike Kennedy,0,26,1,27
Salt Lake,HOL013,U.S. Senate,,REP,Mike Kennedy,1,28,3,32
Salt Lake,HOL015,U.S. Senate,,REP,Mike Kennedy,0,22,1,23
Salt Lake,HOL016,U.S. Senate,,REP,Mike Kennedy,0,26,2,28
Salt Lake,HOL017,U.S. Senate,,REP,Mike Kennedy,0,13,1,14
Salt Lake,HOL018,U.S. Senate,,REP,Mike Kennedy,0,39,1,40
Salt Lake,HOL019,U.S. Senate,,REP,Mike Kennedy,0,62,3,65
Salt Lake,HOL021,U.S. Senate,,REP,Mike Kennedy,1,30,2,33
Salt Lake,HOL022,U.S. Senate,,REP,Mike Kennedy,0,20,0,20
Salt Lake,HOL023,U.S. Senate,,REP,Mike Kennedy,0,27,0,27
Salt Lake,HOL024,U.S. Senate,,REP,Mike Kennedy,0,38,0,38
Salt Lake,HOL025,U.S. Senate,,REP,Mike Kennedy,0,21,0,21
Salt Lake,HOL026,U.S. Senate,,REP,Mike Kennedy,0,50,4,54
