county,precinct,office,district,party,candidate,mail,early_voting,election_day,provisional,votes,
Davis,Layton 13,U.S. Senate,,REP,Mike Kennedy,,,,,40,
Davis,Layton 14,U.S. Senate,,REP,Mike Kennedy,,,,,20,
Davis,Layton 15,U.S. Senate,,REP,Mike Kennedy,,,,,63,
Davis,Layton 16,U.S. Senate,,REP,Mike Kennedy,,,,,38,
Davis,Layton 17,U.S. Senate,,REP,Mike Kennedy,,,,,37,
Davis,Layton 18,U.S. Senate,,REP,Mike Kennedy,,,,,45,
Davis,Layton 19,U.S. Senate,,REP,Mike Kennedy,,,,,58,
Davis,Layton 20,U.S. Senate,,REP,Mike Kennedy,,,,,71,
Davis,Layton 21,U.S. Senate,,REP,Mike Kennedy,,,,,55,
Davis,Layton 22,U.S. Senate,,REP,Mike Kennedy,,,,,74,
Davis,Layton 23,U.S. Senate,,REP,Mike Kennedy,,,,,97,
Davis,Layton 24,U.S. Senate,,REP,Mike Kennedy,,,,,52,
Davis,Layton 25,U.S. Senate,,REP,Mike Kennedy,,,,,25,
Davis,Layton 26,U.S. Senate,,REP,Mike Kennedy,,,,,78,
Davis,Layton 27,U.S. Senate,,REP,Mike Kennedy,,,,,43,
Davis,Layton 28,U.S. Senate,,REP,Mike Kennedy,,,,,23,
Davis,Layton 29,U.S. Senate,,REP,Mike Kennedy,,,,,24,
Davis,Layton 30,U.S. Senate,,REP,Mike Kennedy,,,,,47,
Davis,Layton 31,U.S. Senate,,REP,Mike Kennedy,,,,,39,
Davis,Layton 32,U.S. Senate,,REP,Mike Kennedy,,,,,35,
Davis,Layton 33,U.S. Senate,,REP,Mike Kennedy,,,,,41,
Davis,Layton 34,U.S. Senate,,REP,Mike Kennedy,,,,,29,
Davis,Layton 35,U.S. Senate,,REP,Mike Kennedy,,,,,29,
Davis,Layton 36,U.S. Senate,,REP,Mike Kennedy,,,,,63,
Davis,Layton 37,U.S. Senate,,REP,Mike Kennedy,,,,,59,
Davis,Layton 38,U.S. Senate,,REP,Mike Kennedy,,,,,68,
Davis,Layton 39,U.S. Senate,,REP,Mike Kennedy,,,,,62,
Davis,Layton 40,U.S. Senate,,REP,Mike Kennedy,,,,,62,
Davis,Layton 41,U.S. Senate,,REP,Mike Kennedy,,,,,87,
Davis,Layton 42,U.S. Senate,,REP,Mike Kennedy,,,,,29,
Davis,Layton 43,U.S. Senate,,REP,Mike Kennedy,,,,,45,
Davis,Layton 44,U.S. Senate,,REP,Mike Kennedy,,,,,40,
Davis,Layton 45,U.S. Senate,,REP,Mike Kennedy,,,,,39,
Davis,Layton 46,U.S. Senate,,REP,Mike Kennedy,,,,,45,
Davis,Layton 47,U.S. Senate,,REP,Mike Kennedy,,,,,41,
Davis,No. Salt Lake 01,U.S. Senate,,REP,Mike Kennedy,,,,,47,
Davis,No. Salt Lake 02,U.S. Senate,,REP,Mike Kennedy,,,,,56,
Davis,No. Salt Lake 03,U.S. Senate,,REP,Mike Kennedy,,,,,47,
Davis,No. Salt Lake 04,U.S. Senate,,REP,Mike Kennedy,,,,,35,
Davis,No. Salt Lake 05,U.S. Senate,,REP,Mike Kennedy,,,,,48,
Davis,No. Salt Lake 06,U.S. Senate,,REP,Mike Kennedy,,,,,47,
Davis,No. Salt Lake 07,U.S. Senate,,REP,Mike Kennedy,,,,,22,
Davis,No. Salt Lake 08,U.S. Senate,,REP,Mike Kennedy,,,,,58,
Davis,No. Salt Lake 09,U.S. Senate,,REP,Mike Kennedy,,,,,43,
Davis,No. Salt Lake 10,U.S. Senate,,REP,Mike Kennedy,,,,,15,
Davis,No. Salt Lake 11,U.S. Senate,,REP,Mike Kennedy,,,,,47,
Davis,Sunset 01,U.S. Senate,,REP,Mike Kennedy,,,,,30,
Davis,Sunset 02,U.S. Senate,,REP,Mike Kennedy,,,,,43,
Davis,Sunset 03,U.S. Senate,,REP,Mike Kennedy,,,,,53,
Davis,South Weber 01,U.S. Senate,,REP,Mike Kennedy,,,,,82,
Davis,South Weber 02,U.S. Senate,,REP,Mike Kennedy,,,,,67,
Davis,South Weber 03,U.S. Senate,,REP,Mike Kennedy,,,,,95,
Davis,South Weber 04,U.S. Senate,,REP,Mike Kennedy,,,,,1,
Davis,Syracuse 01,U.S. Senate,,REP,Mike Kennedy,,,,,67,
Davis,Syracuse 02,U.S. Senate,,REP,Mike Kennedy,,,,,54,
Davis,Syracuse 03,U.S. Senate,,REP,Mike Kennedy,,,,,52,
Davis,Syracuse 04,U.S. Senate,,REP,Mike Kennedy,,,,,60,
Davis,Syracuse 05,U.S. Senate,,REP,Mike Kennedy,,,,,33,
Davis,Syracuse 06,U.S. Senate,,REP,Mike Kennedy,,,,,38,
Davis,Syracuse 07,U.S. Senate,,REP,Mike Kennedy,,,,,26,
Davis,Syracuse 08,U.S. Senate,,REP,Mike Kennedy,,,,,53,
Davis,Syracuse 09,U.S. Senate,,REP,Mike Kennedy,,,,,46,
Davis,Syracuse 10,U.S. Senate,,REP,Mike Kennedy,,,,,45,
Davis,Syracuse 11,U.S. Senate,,REP,Mike Kennedy,,,,,51,
Davis,Syracuse 12,U.S. Senate,,REP,Mike Kennedy,,,,,63,
Davis,Syracuse 13,U.S. Senate,,REP,Mike Kennedy,,,,,48,
Davis,Syracuse 14,U.S. Senate,,REP,Mike Kennedy,,,,,49,
Davis,Syracuse 15,U.S. Senate,,REP,Mike Kennedy,,,,,0,
Davis,Syracuse 16,U.S. Senate,,REP,Mike Kennedy,,,,,57,
Davis,Syracuse 17,U.S. Senate,,REP,Mike Kennedy,,,,,48,
Davis,Syracuse 18,U.S. Senate,,REP,Mike Kennedy,,,,,47,
Davis,Syracuse 19,U.S. Senate,,REP,Mike Kennedy,,,,,41,
Davis,West Bountiful 01,U.S. Senate,,REP,Mike Kennedy,,,,,53,
Davis,West Bountiful 02,U.S. Senate,,REP,Mike Kennedy,,,,,63,
Davis,West Bountiful 03,U.S. Senate,,REP,Mike Kennedy,,,,,67,
Davis,West Bountiful 04,U.S. Senate,,REP,Mike Kennedy,,,,,34,
Davis,West Point 01,U.S. Senate,,REP,Mike Kennedy,,,,,59,
Davis,West Point 02,U.S. Senate,,REP,Mike Kennedy,,,,,46,
Davis,West Point 03,U.S. Senate,,REP,Mike Kennedy,,,,,53,
Davis,West Point 04,U.S. Senate,,REP,Mike Kennedy,,,,,71,
Davis,West Point 05,U.S. Senate,,REP,Mike Kennedy,,,,,60,
Davis,West Point 06,U.S. Senate,,REP,Mike Kennedy,,,,,44,
Davis,West Point 07,U.S. Senate,,REP,Mike Kennedy,,,,,30,
Davis,West Point 08,U.S. Senate,,REP,Mike Kennedy,,,,,33,
Davis,Woods Cross 01,U.S. Senate,,REP,Mike Kennedy,,,,,34,
Davis,Woods Cross 02,U.S. Senate,,REP,Mike Kennedy,,,,,58,
Davis,Woods Cross 03,U.S. Senate,,REP,Mike Kennedy,,,,,63,
Davis,Woods Cross 04,U.S. Senate,,REP,Mike Kennedy,,,,,30,
Davis,Woods Cross 05,U.S. Senate,,REP,Mike Kennedy,,,,,25,
Davis,Woods Cross 06,U.S. Senate,,REP,Mike Kennedy,,,,,18,
Davis,Woods Cross 07,U.S. Senate,,REP,Mike Kennedy,,,,,26,
Davis,Bountiful 01,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Bountiful 02,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Bountiful 03,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Bountiful 04,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Bountiful 05,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Bountiful 06,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Bountiful 07,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Bountiful 08,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Bountiful 09,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Bountiful 10,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Bountiful 11,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Bountiful 12,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Bountiful 13,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Bountiful 14,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Bountiful 15,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Bountiful 16,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Bountiful 17,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Bountiful 18,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Bountiful 19,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Bountiful 20,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Bountiful 21,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Bountiful 22,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Bountiful 23,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Bountiful 24,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Bountiful 25,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Bountiful 26,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Bountiful 27,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Bountiful 28,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Bountiful 29,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Bountiful 30,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Bountiful 31,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Bountiful 32,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Bountiful 33,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Centerville 01,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Centerville 02,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Centerville 03,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Centerville 04,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Centerville 05,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Centerville 06,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Centerville 07,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Centerville 08,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Centerville 09,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Centerville 10,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Centerville 11,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Centerville 12,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Clearfield 01,U.S. House,1,DEM,Lee Castillo,,,,,15,
Davis,Clearfield 02,U.S. House,1,DEM,Lee Castillo,,,,,13,
Davis,Clearfield 03,U.S. House,1,DEM,Lee Castillo,,,,,14,
Davis,Clearfield 04,U.S. House,1,DEM,Lee Castillo,,,,,26,
Davis,Clearfield 05,U.S. House,1,DEM,Lee Castillo,,,,,25,
Davis,Clearfield 06,U.S. House,1,DEM,Lee Castillo,,,,,26,
Davis,Clearfield 07,U.S. House,1,DEM,Lee Castillo,,,,,12,
Davis,Clearfield 08,U.S. House,1,DEM,Lee Castillo,,,,,10,
Davis,Clearfield 09,U.S. House,1,DEM,Lee Castillo,,,,,12,
Davis,Clearfield 10,U.S. House,1,DEM,Lee Castillo,,,,,18,
Davis,Clearfield 11,U.S. House,1,DEM,Lee Castillo,,,,,17,
Davis,Clearfield 12,U.S. House,1,DEM,Lee Castillo,,,,,20,
Davis,Clearfield 13,U.S. House,1,DEM,Lee Castillo,,,,,1,
Davis,Clearfield 14,U.S. House,1,DEM,Lee Castillo,,,,,2,
Davis,Clearfield 15,U.S. House,1,DEM,Lee Castillo,,,,,1,
Davis,Clearfield 16,U.S. House,1,DEM,Lee Castillo,,,,,17,
Davis,Clearfield 17,U.S. House,1,DEM,Lee Castillo,,,,,12,
Davis,Clinton 01,U.S. House,1,DEM,Lee Castillo,,,,,38,
Davis,Clinton 02,U.S. House,1,DEM,Lee Castillo,,,,,8,
Davis,Clinton 03,U.S. House,1,DEM,Lee Castillo,,,,,8,
Davis,Clinton 04,U.S. House,1,DEM,Lee Castillo,,,,,11,
Davis,Clinton 05,U.S. House,1,DEM,Lee Castillo,,,,,4,
Davis,Clinton 06,U.S. House,1,DEM,Lee Castillo,,,,,18,
Davis,Clinton 07,U.S. House,1,DEM,Lee Castillo,,,,,29,
Davis,Clinton 08,U.S. House,1,DEM,Lee Castillo,,,,,19,
Davis,Clinton 09,U.S. House,1,DEM,Lee Castillo,,,,,17,
Davis,Clinton 10,U.S. House,1,DEM,Lee Castillo,,,,,6,
Davis,Clinton 11,U.S. House,1,DEM,Lee Castillo,,,,,19,
Davis,Clinton 12,U.S. House,1,DEM,Lee Castillo,,,,,13,
Davis,Clinton 13,U.S. House,1,DEM,Lee Castillo,,,,,15,
Davis,Farmington 01,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Farmington 02,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Farmington 03,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Farmington 04,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Farmington 05,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Farmington 06,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Farmington 07,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Farmington 08,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Farmington 09,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Farmington 10,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Farmington 11,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Farmington 12,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Farmington 13,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Farmington 14,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Farmington 15,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Farmington 16,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Fruit Heights 01,U.S. House,1,DEM,Lee Castillo,,,,,2,
Davis,Fruit Heights 02,U.S. House,1,DEM,Lee Castillo,,,,,14,
Davis,Fruit Heights 03,U.S. House,1,DEM,Lee Castillo,,,,,7,
Davis,Fruit Heights 04,U.S. House,1,DEM,Lee Castillo,,,,,7,
Davis,Fruit Heights 05,U.S. House,1,DEM,Lee Castillo,,,,,9,
Davis,Hill A.F.B. 01,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Hill A.F.B. 02,U.S. House,1,DEM,Lee Castillo,,,,,1,
Davis,Hill A.F.B. 03,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Kaysville 01,U.S. House,1,DEM,Lee Castillo,,,,,14,
Davis,Kaysville 02,U.S. House,1,DEM,Lee Castillo,,,,,8,
Davis,Kaysville 03,U.S. House,1,DEM,Lee Castillo,,,,,6,
Davis,Kaysville 04,U.S. House,1,DEM,Lee Castillo,,,,,9,
Davis,Kaysville 05,U.S. House,1,DEM,Lee Castillo,,,,,18,
Davis,Kaysville 06,U.S. House,1,DEM,Lee Castillo,,,,,11,
Davis,Kaysville 07,U.S. House,1,DEM,Lee Castillo,,,,,6,
Davis,Kaysville 08,U.S. House,1,DEM,Lee Castillo,,,,,21,
Davis,Kaysville 09,U.S. House,1,DEM,Lee Castillo,,,,,12,
Davis,Kaysville 10,U.S. House,1,DEM,Lee Castillo,,,,,18,
Davis,Kaysville 11,U.S. House,1,DEM,Lee Castillo,,,,,10,
Davis,Kaysville 12,U.S. House,1,DEM,Lee Castillo,,,,,4,
Davis,Kaysville 13,U.S. House,1,DEM,Lee Castillo,,,,,8,
Davis,Kaysville 14,U.S. House,1,DEM,Lee Castillo,,,,,3,
Davis,Kaysville 15,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Kaysville 16,U.S. House,1,DEM,Lee Castillo,,,,,9,
Davis,Kaysville 17,U.S. House,1,DEM,Lee Castillo,,,,,5,
Davis,Kaysville 18,U.S. House,1,DEM,Lee Castillo,,,,,6,
Davis,Kaysville 19,U.S. House,1,DEM,Lee Castillo,,,,,3,
Davis,Kaysville 20,U.S. House,1,DEM,Lee Castillo,,,,,4,
Davis,Kaysville 21,U.S. House,1,DEM,Lee Castillo,,,,,9,
Davis,Kaysville 22,U.S. House,1,DEM,Lee Castillo,,,,,2,
Davis,Layton 01,U.S. House,1,DEM,Lee Castillo,,,,,7,
Davis,Layton 02,U.S. House,1,DEM,Lee Castillo,,,,,27,
Davis,Layton 03,U.S. House,1,DEM,Lee Castillo,,,,,11,
Davis,Layton 04,U.S. House,1,DEM,Lee Castillo,,,,,7,
Davis,Layton 05,U.S. House,1,DEM,Lee Castillo,,,,,10,
Davis,Layton 06,U.S. House,1,DEM,Lee Castillo,,,,,15,
Davis,Layton 07,U.S. House,1,DEM,Lee Castillo,,,,,24,
Davis,Layton 08,U.S. House,1,DEM,Lee Castillo,,,,,14,
Davis,Layton 09,U.S. House,1,DEM,Lee Castillo,,,,,15,
Davis,Layton 10,U.S. House,1,DEM,Lee Castillo,,,,,25,
Davis,Layton 11,U.S. House,1,DEM,Lee Castillo,,,,,18,
Davis,Layton 12,U.S. House,1,DEM,Lee Castillo,,,,,37,
Davis,Layton 13,U.S. House,1,DEM,Lee Castillo,,,,,27,
Davis,Layton 14,U.S. House,1,DEM,Lee Castillo,,,,,24,
Davis,Layton 15,U.S. House,1,DEM,Lee Castillo,,,,,23,
Davis,Layton 16,U.S. House,1,DEM,Lee Castillo,,,,,12,
Davis,Layton 17,U.S. House,1,DEM,Lee Castillo,,,,,23,
Davis,Layton 18,U.S. House,1,DEM,Lee Castillo,,,,,4,
Davis,Layton 19,U.S. House,1,DEM,Lee Castillo,,,,,20,
Davis,Layton 20,U.S. House,1,DEM,Lee Castillo,,,,,30,
Davis,Layton 21,U.S. House,1,DEM,Lee Castillo,,,,,13,
Davis,Layton 22,U.S. House,1,DEM,Lee Castillo,,,,,23,
Davis,Layton 23,U.S. House,1,DEM,Lee Castillo,,,,,25,
Davis,Layton 24,U.S. House,1,DEM,Lee Castillo,,,,,17,
Davis,Layton 25,U.S. House,1,DEM,Lee Castillo,,,,,14,
Davis,Layton 26,U.S. House,1,DEM,Lee Castillo,,,,,28,
Davis,Layton 27,U.S. House,1,DEM,Lee Castillo,,,,,29,
Davis,Layton 28,U.S. House,1,DEM,Lee Castillo,,,,,15,
Davis,Layton 29,U.S. House,1,DEM,Lee Castillo,,,,,13,
Davis,Layton 30,U.S. House,1,DEM,Lee Castillo,,,,,31,
Davis,Layton 31,U.S. House,1,DEM,Lee Castillo,,,,,21,
Davis,Layton 32,U.S. House,1,DEM,Lee Castillo,,,,,13,
Davis,Layton 33,U.S. House,1,DEM,Lee Castillo,,,,,9,
Davis,Layton 34,U.S. House,1,DEM,Lee Castillo,,,,,7,
Davis,Layton 35,U.S. House,1,DEM,Lee Castillo,,,,,8,
Davis,Layton 36,U.S. House,1,DEM,Lee Castillo,,,,,7,
Davis,Layton 37,U.S. House,1,DEM,Lee Castillo,,,,,23,
Davis,Layton 38,U.S. House,1,DEM,Lee Castillo,,,,,30,
Davis,Layton 39,U.S. House,1,DEM,Lee Castillo,,,,,14,
Davis,Layton 40,U.S. House,1,DEM,Lee Castillo,,,,,33,
Davis,Layton 41,U.S. House,1,DEM,Lee Castillo,,,,,35,
Davis,Layton 42,U.S. House,1,DEM,Lee Castillo,,,,,15,
Davis,Layton 43,U.S. House,1,DEM,Lee Castillo,,,,,42,
Davis,Layton 44,U.S. House,1,DEM,Lee Castillo,,,,,3,
Davis,Layton 45,U.S. House,1,DEM,Lee Castillo,,,,,10,
Davis,Layton 46,U.S. House,1,DEM,Lee Castillo,,,,,2,
Davis,Layton 47,U.S. House,1,DEM,Lee Castillo,,,,,5,
Davis,No. Salt Lake 01,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,No. Salt Lake 02,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,No. Salt Lake 03,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,No. Salt Lake 04,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,No. Salt Lake 05,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,No. Salt Lake 06,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,No. Salt Lake 07,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,No. Salt Lake 08,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,No. Salt Lake 09,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,No. Salt Lake 10,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,No. Salt Lake 11,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Sunset 01,U.S. House,1,DEM,Lee Castillo,,,,,26,
Davis,Sunset 02,U.S. House,1,DEM,Lee Castillo,,,,,17,
Davis,Sunset 03,U.S. House,1,DEM,Lee Castillo,,,,,29,
Davis,South Weber 01,U.S. House,1,DEM,Lee Castillo,,,,,14,
Davis,South Weber 02,U.S. House,1,DEM,Lee Castillo,,,,,17,
Davis,South Weber 03,U.S. House,1,DEM,Lee Castillo,,,,,19,
Davis,South Weber 04,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Syracuse 01,U.S. House,1,DEM,Lee Castillo,,,,,27,
Davis,Syracuse 02,U.S. House,1,DEM,Lee Castillo,,,,,5,
Davis,Syracuse 03,U.S. House,1,DEM,Lee Castillo,,,,,10,
Davis,Syracuse 04,U.S. House,1,DEM,Lee Castillo,,,,,12,
Davis,Syracuse 05,U.S. House,1,DEM,Lee Castillo,,,,,12,
Davis,Syracuse 06,U.S. House,1,DEM,Lee Castillo,,,,,5,
Davis,Syracuse 07,U.S. House,1,DEM,Lee Castillo,,,,,9,
Davis,Syracuse 08,U.S. House,1,DEM,Lee Castillo,,,,,17,
Davis,Syracuse 09,U.S. House,1,DEM,Lee Castillo,,,,,13,
Davis,Syracuse 10,U.S. House,1,DEM,Lee Castillo,,,,,11,
Davis,Syracuse 11,U.S. House,1,DEM,Lee Castillo,,,,,10,
Davis,Syracuse 12,U.S. House,1,DEM,Lee Castillo,,,,,16,
Davis,Syracuse 13,U.S. House,1,DEM,Lee Castillo,,,,,10,
Davis,Syracuse 14,U.S. House,1,DEM,Lee Castillo,,,,,9,
Davis,Syracuse 15,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Syracuse 16,U.S. House,1,DEM,Lee Castillo,,,,,9,
Davis,Syracuse 17,U.S. House,1,DEM,Lee Castillo,,,,,13,
Davis,Syracuse 18,U.S. House,1,DEM,Lee Castillo,,,,,13,
Davis,Syracuse 19,U.S. House,1,DEM,Lee Castillo,,,,,13,
Davis,West Bountiful 01,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,West Bountiful 02,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,West Bountiful 03,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,West Bountiful 04,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,West Point 01,U.S. House,1,DEM,Lee Castillo,,,,,9,
Davis,West Point 02,U.S. House,1,DEM,Lee Castillo,,,,,10,
Davis,West Point 03,U.S. House,1,DEM,Lee Castillo,,,,,13,
Davis,West Point 04,U.S. House,1,DEM,Lee Castillo,,,,,9,
Davis,West Point 05,U.S. House,1,DEM,Lee Castillo,,,,,14,
Davis,West Point 06,U.S. House,1,DEM,Lee Castillo,,,,,4,
Davis,West Point 07,U.S. House,1,DEM,Lee Castillo,,,,,1,
Davis,West Point 08,U.S. House,1,DEM,Lee Castillo,,,,,10,
Davis,Woods Cross 01,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Woods Cross 02,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Woods Cross 03,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Woods Cross 04,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Woods Cross 05,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Woods Cross 06,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Woods Cross 07,U.S. House,1,DEM,Lee Castillo,,,,,0,
Davis,Bountiful 01,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Bountiful 02,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Bountiful 03,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Bountiful 04,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Bountiful 05,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Bountiful 06,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Bountiful 07,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Bountiful 08,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Bountiful 09,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Bountiful 10,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Bountiful 11,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Bountiful 12,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Bountiful 13,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Bountiful 14,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Bountiful 15,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Bountiful 16,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Bountiful 17,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Bountiful 18,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Bountiful 19,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Bountiful 20,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Bountiful 21,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Bountiful 22,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Bountiful 23,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Bountiful 24,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Bountiful 25,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Bountiful 26,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Bountiful 27,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Bountiful 28,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Bountiful 29,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Bountiful 30,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Bountiful 31,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Bountiful 32,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Bountiful 33,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Centerville 01,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Centerville 02,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Centerville 03,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Centerville 04,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Centerville 05,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Centerville 06,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Centerville 07,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Centerville 08,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Centerville 09,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Centerville 10,U.S. House,1,DEM,Kurt Weiland,,,,,0,
