county,office,district,party,candidate,precinct,votes,absentee,mail,election_day,provisional
Cache,U.S. House,1,DEM,Peter C. Clemens,LOGAN 01,126,0,115,0,11
Cache,U.S. House,1,DEM,Peter C. Clemens,LOGAN 02,160,0,146,0,14
Cache,U.S. House,1,DEM,Peter C. Clemens,LOGAN 03,184,0,160,0,24
Cache,U.S. House,1,DEM,Peter C. Clemens,LOGAN 04,151,0,134,0,17
Cache,U.S. House,1,DEM,Peter C. Clemens,LOGAN 05,294,0,272,2,20
Cache,U.S. House,1,DEM,Peter C. Clemens,LOGAN 06,140,0,127,0,13
Cache,U.S. House,1,DEM,Peter C. Clemens,LOGAN 07,95,0,81,0,14
Cache,U.S. House,1,DEM,Peter C. Clemens,LOGAN 08,77,0,69,0,8
Cache,U.S. House,1,DEM,Peter C. Clemens,LOGAN 09,158,0,144,0,14
Cache,U.S. House,1,DEM,Peter C. Clemens,LOGAN 10,124,0,107,0,17
Cache,U.S. House,1,DEM,Peter C. Clemens,LOGAN 11,107,0,93,0,14
Cache,U.S. House,1,DEM,Peter C. Clemens,LOGAN 12,103,0,83,0,20
Cache,U.S. House,1,DEM,Peter C. Clemens,LOGAN 13,289,0,283,0,6
Cache,U.S. House,1,DEM,Peter C. Clemens,LOGAN 14,212,0,203,0,9
Cache,U.S. House,1,DEM,Peter C. Clemens,LOGAN 15,103,0,81,0,22
Cache,U.S. House,1,DEM,Peter C. Clemens,LOGAN 16,180,0,166,0,14
Cache,U.S. House,1,DEM,Peter C. Clemens,LOGAN 17,122,0,108,0,14
Cache,U.S. House,1,DEM,Peter C. Clemens,LOGAN 18,67,0,58,0,9
Cache,U.S. House,1,DEM,Peter C. Clemens,LOGAN 19,62,0,59,0,3
Cache,U.S. House,1,DEM,Peter C. Clemens,LOGAN 20,245,0,228,0,17
Cache,U.S. House,1,DEM,Peter C. Clemens,LOGAN 21,183,0,182,0,1
Cache,U.S. House,1,DEM,Peter C. Clemens,LOGAN 22,239,0,228,0,11
Cache,U.S. House,1,DEM,Peter C. Clemens,LOGAN 23,135,0,102,0,33
Cache,U.S. House,1,DEM,Peter C. Clemens,LOGAN 24,116,0,102,0,14
Cache,U.S. House,1,DEM,Peter C. Clemens,LOGAN 25,143,0,133,0,10
Cache,U.S. House,1,DEM,Peter C. Clemens,LOGAN 26,143,0,135,0,8
Cache,U.S. House,1,DEM,Peter C. Clemens,LOGAN 27,133,0,118,1,14
Cache,U.S. House,1,DEM,Peter C. Clemens,LOGAN 28,60,0,48,0,12
Cache,U.S. House,1,DEM,Peter C. Clemens,LOGAN 29,244,0,241,0,3
Cache,U.S. House,1,DEM,Peter C. Clemens,LOGAN 30,145,0,128,0,17
Cache,U.S. House,1,DEM,Peter C. Clemens,LOGAN 31,135,0,119,0,16
Cache,U.S. House,1,DEM,Peter C. Clemens,LOGAN 32,72,0,67,0,5
Cache,U.S. House,1,DEM,Peter C. Clemens,LOGAN 33,147,0,138,0,9
Cache,U.S. House,1,DEM,Peter C. Clemens,AMALGA,21,0,21,0,0
Cache,U.S. House,1,DEM,Peter C. Clemens,BENSON,67,0,67,0,0
Cache,U.S. House,1,DEM,Peter C. Clemens,CLARKSTON,47,0,45,0,2
Cache,U.S. House,1,DEM,Peter C. Clemens,COLLEGE/YOUNG WARD,60,0,58,0,2
Cache,U.S. House,1,DEM,Peter C. Clemens,CORNISH,15,0,12,0,3
Cache,U.S. House,1,DEM,Peter C. Clemens,COVE,35,0,34,0,1
Cache,U.S. House,1,DEM,Peter C. Clemens,HYDE PARK 01,198,0,190,0,8
Cache,U.S. House,1,DEM,Peter C. Clemens,HYDE PARK 02,213,0,208,0,5
Cache,U.S. House,1,DEM,Peter C. Clemens,HYRUM 01,150,0,136,0,14
Cache,U.S. House,1,DEM,Peter C. Clemens,HYRUM 02,61,0,56,0,5
Cache,U.S. House,1,DEM,Peter C. Clemens,HYRUM 03,112,0,104,0,8
Cache,U.S. House,1,DEM,Peter C. Clemens,HYRUM 04,101,0,92,0,9
Cache,U.S. House,1,DEM,Peter C. Clemens,HYRUM 05,87,0,80,0,7
Cache,U.S. House,1,DEM,Peter C. Clemens,LEWISTON 01,45,0,44,0,1
Cache,U.S. House,1,DEM,Peter C. Clemens,LEWISTON 02,26,0,26,0,0
Cache,U.S. House,1,DEM,Peter C. Clemens,MENDON 01,15,0,15,0,0
Cache,U.S. House,1,DEM,Peter C. Clemens,MENDON 02,152,0,148,0,4
Cache,U.S. House,1,DEM,Peter C. Clemens,MILLVILLE 17,22,0,21,0,1
Cache,U.S. House,1,DEM,Peter C. Clemens,MILLVILLE 25,131,0,123,0,8
Cache,U.S. House,1,DEM,Peter C. Clemens,NEWTON,76,0,75,0,1
Cache,U.S. House,1,DEM,Peter C. Clemens,NIBLEY 01,154,0,131,0,23
Cache,U.S. House,1,DEM,Peter C. Clemens,NIBLEY 03,135,0,122,0,13
Cache,U.S. House,1,DEM,Peter C. Clemens,Nibley 17,101,0,96,0,5
Cache,U.S. House,1,DEM,Peter C. Clemens,Nibley 25,1,0,0,0,1
Cache,U.S. House,1,DEM,Peter C. Clemens,NORTH LOGAN 01,203,0,174,0,29
Cache,U.S. House,1,DEM,Peter C. Clemens,NORTH LOGAN 02,132,0,121,0,11
Cache,U.S. House,1,DEM,Peter C. Clemens,NORTH LOGAN 03,111,0,108,0,3
Cache,U.S. House,1,DEM,Peter C. Clemens,NORTH LOGAN 04,150,0,145,0,5
Cache,U.S. House,1,DEM,Peter C. Clemens,NORTH LOGAN 05,179,0,173,0,6
Cache,U.S. House,1,DEM,Peter C. Clemens,NORTH LOGAN 06,182,0,176,0,6
Cache,U.S. House,1,DEM,Peter C. Clemens,PARADISE,122,0,120,0,2
Cache,U.S. House,1,DEM,Peter C. Clemens,PROVIDENCE 01,111,0,101,0,10
Cache,U.S. House,1,DEM,Peter C. Clemens,PROVIDENCE 02,200,0,197,0,3
Cache,U.S. House,1,DEM,Peter C. Clemens,PROVIDENCE 03,120,0,119,0,1
Cache,U.S. House,1,DEM,Peter C. Clemens,PROVIDENCE 04,146,0,142,0,4
Cache,U.S. House,1,DEM,Peter C. Clemens,PROVIDENCE 05,112,0,107,0,5
Cache,U.S. House,1,DEM,Peter C. Clemens,RICHMOND 01,95,0,89,0,6
Cache,U.S. House,1,DEM,Peter C. Clemens,RICHMOND 02,99,0,96,0,3
Cache,U.S. House,1,DEM,Peter C. Clemens,RIVER HEIGHTS 01,101,0,98,0,3
Cache,U.S. House,1,DEM,Peter C. Clemens,RIVER HEIGHTS 02,143,0,141,0,2
Cache,U.S. House,1,DEM,Peter C. Clemens,SMITHFIELD 01,72,0,61,0,11
Cache,U.S. House,1,DEM,Peter C. Clemens,SMITHFIELD 02,123,0,117,0,6
Cache,U.S. House,1,DEM,Peter C. Clemens,SMITHFIELD 03,137,0,126,0,11
Cache,U.S. House,1,DEM,Peter C. Clemens,SMITHFIELD 04,117,0,108,0,9
Cache,U.S. House,1,DEM,Peter C. Clemens,SMITHFIELD 05,99,0,93,0,6
Cache,U.S. House,1,DEM,Peter C. Clemens,SMITHFIELD 06,103,0,98,0,5
Cache,U.S. House,1,DEM,Peter C. Clemens,SMITHFIELD 07,125,0,116,0,9
Cache,U.S. House,1,DEM,Peter C. Clemens,TRENTON,35,0,32,0,3
Cache,U.S. House,1,DEM,Peter C. Clemens,WELLSVILLE 01,52,0,50,0,2
Cache,U.S. House,1,DEM,Peter C. Clemens,WELLSVILLE 02,78,0,75,0,3
Cache,U.S. House,1,DEM,Peter C. Clemens,WELLSVILLE 03,59,0,58,0,1
Cache,U.S. House,1,DEM,Peter C. Clemens,WELLSVILLE 04,94,0,93,0,1
Cache,Governor,,REP,Gary R. Herbert,LOGAN 01,215,0,185,0,30
Cache,Governor,,REP,Gary R. Herbert,LOGAN 02,274,0,245,0,29
Cache,Governor,,REP,Gary R. Herbert,LOGAN 03,379,0,346,0,33
Cache,Governor,,REP,Gary R. Herbert,LOGAN 04,340,0,316,0,24
Cache,Governor,,REP,Gary R. Herbert,LOGAN 05,418,0,396,0,22
Cache,Governor,,REP,Gary R. Herbert,LOGAN 06,299,0,267,0,32
Cache,Governor,,REP,Gary R. Herbert,LOGAN 07,142,0,116,0,26
Cache,Governor,,REP,Gary R. Herbert,LOGAN 08,120,0,104,0,16
Cache,Governor,,REP,Gary R. Herbert,LOGAN 09,241,0,211,0,30
Cache,Governor,,REP,Gary R. Herbert,LOGAN 10,192,0,155,0,37
Cache,Governor,,REP,Gary R. Herbert,LOGAN 11,232,0,207,0,25
Cache,Governor,,REP,Gary R. Herbert,LOGAN 12,144,0,104,0,40
Cache,Governor,,REP,Gary R. Herbert,LOGAN 13,420,0,397,0,23
Cache,Governor,,REP,Gary R. Herbert,LOGAN 14,250,0,239,0,11
Cache,Governor,,REP,Gary R. Herbert,LOGAN 15,281,0,236,0,45
Cache,Governor,,REP,Gary R. Herbert,LOGAN 16,319,0,284,0,35
Cache,Governor,,REP,Gary R. Herbert,LOGAN 17,374,0,326,0,48
Cache,Governor,,REP,Gary R. Herbert,LOGAN 18,253,0,178,0,75
Cache,Governor,,REP,Gary R. Herbert,LOGAN 19,257,0,223,0,34
Cache,Governor,,REP,Gary R. Herbert,LOGAN 20,486,0,442,0,44
Cache,Governor,,REP,Gary R. Herbert,LOGAN 21,268,0,261,0,7
Cache,Governor,,REP,Gary R. Herbert,LOGAN 22,532,0,517,0,15
Cache,Governor,,REP,Gary R. Herbert,LOGAN 23,259,0,189,0,70
Cache,Governor,,REP,Gary R. Herbert,LOGAN 24,151,0,145,0,6
Cache,Governor,,REP,Gary R. Herbert,LOGAN 25,351,0,318,0,33
Cache,Governor,,REP,Gary R. Herbert,LOGAN 26,339,0,317,0,22
Cache,Governor,,REP,Gary R. Herbert,LOGAN 27,476,0,419,0,57
Cache,Governor,,REP,Gary R. Herbert,LOGAN 28,160,0,114,0,46
Cache,Governor,,REP,Gary R. Herbert,LOGAN 29,520,0,499,0,21
Cache,Governor,,REP,Gary R. Herbert,LOGAN 30,442,0,373,0,69
Cache,Governor,,REP,Gary R. Herbert,LOGAN 31,304,0,246,0,58
Cache,Governor,,REP,Gary R. Herbert,LOGAN 32,187,0,171,0,16
Cache,Governor,,REP,Gary R. Herbert,LOGAN 33,454,0,409,0,45
Cache,Governor,,REP,Gary R. Herbert,AMALGA,181,0,169,0,12
Cache,Governor,,REP,Gary R. Herbert,BENSON,264,0,253,0,11
Cache,Governor,,REP,Gary R. Herbert,CLARKSTON,260,0,243,0,17
Cache,Governor,,REP,Gary R. Herbert,COLLEGE/YOUNG WARD,360,0,346,0,14
Cache,Governor,,REP,Gary R. Herbert,CORNISH,89,0,85,0,4
Cache,Governor,,REP,Gary R. Herbert,COVE,226,0,217,0,9
Cache,Governor,,REP,Gary R. Herbert,HYDE PARK 01,975,0,939,0,36
Cache,Governor,,REP,Gary R. Herbert,HYDE PARK 02,834,0,793,0,41
Cache,Governor,,REP,Gary R. Herbert,HYRUM 01,481,0,447,0,34
Cache,Governor,,REP,Gary R. Herbert,HYRUM 02,277,0,265,0,12
Cache,Governor,,REP,Gary R. Herbert,HYRUM 03,562,0,543,0,19
Cache,Governor,,REP,Gary R. Herbert,HYRUM 04,672,0,642,0,30
Cache,Governor,,REP,Gary R. Herbert,HYRUM 05,431,0,403,0,28
Cache,Governor,,REP,Gary R. Herbert,LEWISTON 01,406,0,390,0,16
Cache,Governor,,REP,Gary R. Herbert,LEWISTON 02,250,0,239,0,11
Cache,Governor,,REP,Gary R. Herbert,MENDON 01,56,0,51,0,5
Cache,Governor,,REP,Gary R. Herbert,MENDON 02,871,0,807,0,64
Cache,Governor,,REP,Gary R. Herbert,MILLVILLE 17,90,0,87,0,3
Cache,Governor,,REP,Gary R. Herbert,MILLVILLE 25,653,0,624,0,29
Cache,Governor,,REP,Gary R. Herbert,NEWTON,388,0,377,0,11
Cache,Governor,,REP,Gary R. Herbert,NIBLEY 01,752,0,682,0,70
Cache,Governor,,REP,Gary R. Herbert,NIBLEY 03,730,0,692,0,38
Cache,Governor,,REP,Gary R. Herbert,Nibley 17,513,0,485,0,28
Cache,Governor,,REP,Gary R. Herbert,Nibley 25,18,0,18,0,0
Cache,Governor,,REP,Gary R. Herbert,NORTH LOGAN 01,534,0,451,0,83
Cache,Governor,,REP,Gary R. Herbert,NORTH LOGAN 02,433,0,418,0,15
Cache,Governor,,REP,Gary R. Herbert,NORTH LOGAN 03,537,0,515,0,22
Cache,Governor,,REP,Gary R. Herbert,NORTH LOGAN 04,616,0,598,0,18
Cache,Governor,,REP,Gary R. Herbert,NORTH LOGAN 05,555,0,535,0,20
Cache,Governor,,REP,Gary R. Herbert,NORTH LOGAN 06,469,0,442,0,27
Cache,Governor,,REP,Gary R. Herbert,PARADISE,682,0,651,0,31
Cache,Governor,,REP,Gary R. Herbert,PROVIDENCE 01,584,0,559,0,25
Cache,Governor,,REP,Gary R. Herbert,PROVIDENCE 02,764,0,745,0,19
Cache,Governor,,REP,Gary R. Herbert,PROVIDENCE 03,590,0,569,0,21
Cache,Governor,,REP,Gary R. Herbert,PROVIDENCE 04,455,0,429,0,26
Cache,Governor,,REP,Gary R. Herbert,PROVIDENCE 05,452,0,428,0,24
Cache,Governor,,REP,Gary R. Herbert,RICHMOND 01,408,0,382,0,26
Cache,Governor,,REP,Gary R. Herbert,RICHMOND 02,478,0,455,0,23
Cache,Governor,,REP,Gary R. Herbert,RIVER HEIGHTS 01,258,0,249,0,9
Cache,Governor,,REP,Gary R. Herbert,RIVER HEIGHTS 02,407,0,393,0,14
Cache,Governor,,REP,Gary R. Herbert,SMITHFIELD 01,516,0,472,0,44
Cache,Governor,,REP,Gary R. Herbert,SMITHFIELD 02,539,0,506,0,33
Cache,Governor,,REP,Gary R. Herbert,SMITHFIELD 03,596,0,545,0,51
Cache,Governor,,REP,Gary R. Herbert,SMITHFIELD 04,669,0,627,0,42
Cache,Governor,,REP,Gary R. Herbert,SMITHFIELD 05,600,0,550,0,50
Cache,Governor,,REP,Gary R. Herbert,SMITHFIELD 06,465,0,432,0,33
Cache,Governor,,REP,Gary R. Herbert,SMITHFIELD 07,638,0,581,0,57
Cache,Governor,,REP,Gary R. Herbert,TRENTON,184,0,174,0,10
Cache,Governor,,REP,Gary R. Herbert,WELLSVILLE 01,376,0,355,0,21
Cache,Governor,,REP,Gary R. Herbert,WELLSVILLE 02,484,0,466,0,18
Cache,Governor,,REP,Gary R. Herbert,WELLSVILLE 03,359,0,351,0,8
Cache,Governor,,REP,Gary R. Herbert,WELLSVILLE 04,487,0,471,0,16
Cache,Governor,,IAP,Superdell Schanze,LOGAN 01,7,0,4,0,3
Cache,Governor,,IAP,Superdell Schanze,LOGAN 02,9,0,7,0,2
Cache,Governor,,IAP,Superdell Schanze,LOGAN 03,10,0,5,0,5
Cache,Governor,,IAP,Superdell Schanze,LOGAN 04,12,0,10,0,2
Cache,Governor,,IAP,Superdell Schanze,LOGAN 05,13,0,12,0,1
Cache,Governor,,IAP,Superdell Schanze,LOGAN 06,12,0,9,0,3
Cache,Governor,,IAP,Superdell Schanze,LOGAN 07,6,0,4,0,2
Cache,Governor,,IAP,Superdell Schanze,LOGAN 08,4,0,3,0,1
Cache,Governor,,IAP,Superdell Schanze,LOGAN 09,5,0,5,0,0
Cache,Governor,,IAP,Superdell Schanze,LOGAN 10,7,0,4,0,3
Cache,Governor,,IAP,Superdell Schanze,LOGAN 11,5,0,5,0,0
Cache,Governor,,IAP,Superdell Schanze,LOGAN 12,3,0,3,0,0
Cache,Governor,,IAP,Superdell Schanze,LOGAN 13,4,0,4,0,0
Cache,Governor,,IAP,Superdell Schanze,LOGAN 14,5,0,5,0,0
Cache,Governor,,IAP,Superdell Schanze,LOGAN 15,6,0,4,0,2
Cache,Governor,,IAP,Superdell Schanze,LOGAN 16,9,0,8,0,1
Cache,Governor,,IAP,Superdell Schanze,LOGAN 17,18,0,14,0,4
Cache,Governor,,IAP,Superdell Schanze,LOGAN 18,4,0,1,0,3
Cache,Governor,,IAP,Superdell Schanze,LOGAN 19,9,0,7,0,2
Cache,Governor,,IAP,Superdell Schanze,LOGAN 20,8,0,6,0,2
Cache,Governor,,IAP,Superdell Schanze,LOGAN 21,5,0,5,0,0
Cache,Governor,,IAP,Superdell Schanze,LOGAN 22,6,0,5,0,1
Cache,Governor,,IAP,Superdell Schanze,LOGAN 23,11,0,9,0,2
Cache,Governor,,IAP,Superdell Schanze,LOGAN 24,5,0,5,0,0
Cache,Governor,,IAP,Superdell Schanze,LOGAN 25,10,0,9,0,1
Cache,Governor,,IAP,Superdell Schanze,LOGAN 26,5,0,1,0,4
Cache,Governor,,IAP,Superdell Schanze,LOGAN 27,19,0,15,0,4
Cache,Governor,,IAP,Superdell Schanze,LOGAN 28,3,0,2,0,1
Cache,Governor,,IAP,Superdell Schanze,LOGAN 29,4,0,4,0,0
Cache,Governor,,IAP,Superdell Schanze,LOGAN 30,8,0,4,0,4
Cache,Governor,,IAP,Superdell Schanze,LOGAN 31,7,0,6,0,1
Cache,Governor,,IAP,Superdell Schanze,LOGAN 32,7,0,7,0,0
Cache,Governor,,IAP,Superdell Schanze,LOGAN 33,8,0,7,0,1
Cache,Governor,,IAP,Superdell Schanze,AMALGA,3,0,2,0,1
Cache,Governor,,IAP,Superdell Schanze,BENSON,6,0,6,0,0
Cache,Governor,,IAP,Superdell Schanze,CLARKSTON,2,0,2,0,0
Cache,Governor,,IAP,Superdell Schanze,COLLEGE/YOUNG WARD,4,0,4,0,0
Cache,Governor,,IAP,Superdell Schanze,CORNISH,2,0,2,0,0
Cache,Governor,,IAP,Superdell Schanze,COVE,4,0,3,0,1
Cache,Governor,,IAP,Superdell Schanze,HYDE PARK 01,11,0,10,0,1
Cache,Governor,,IAP,Superdell Schanze,HYDE PARK 02,16,0,16,0,0
Cache,Governor,,IAP,Superdell Schanze,HYRUM 01,9,0,8,0,1
Cache,Governor,,IAP,Superdell Schanze,HYRUM 02,3,0,3,0,0
Cache,Governor,,IAP,Superdell Schanze,HYRUM 03,15,0,15,0,0
Cache,Governor,,IAP,Superdell Schanze,HYRUM 04,18,0,16,0,2
Cache,Governor,,IAP,Superdell Schanze,HYRUM 05,11,0,7,0,4
Cache,Governor,,IAP,Superdell Schanze,LEWISTON 01,15,0,14,0,1
Cache,Governor,,IAP,Superdell Schanze,LEWISTON 02,4,0,4,0,0
Cache,Governor,,IAP,Superdell Schanze,MENDON 01,3,0,2,0,1
Cache,Governor,,IAP,Superdell Schanze,MENDON 02,12,0,11,0,1
Cache,Governor,,IAP,Superdell Schanze,MILLVILLE 17,1,0,0,0,1
Cache,Governor,,IAP,Superdell Schanze,MILLVILLE 25,7,0,6,0,1
Cache,Governor,,IAP,Superdell Schanze,NEWTON,6,0,6,0,0
Cache,Governor,,IAP,Superdell Schanze,NIBLEY 01,16,0,14,0,2
Cache,Governor,,IAP,Superdell Schanze,NIBLEY 03,18,0,17,0,1
Cache,Governor,,IAP,Superdell Schanze,Nibley 17,4,0,3,0,1
Cache,Governor,,IAP,Superdell Schanze,Nibley 25,0,0,0,0,0
Cache,Governor,,IAP,Superdell Schanze,NORTH LOGAN 01,10,0,6,0,4
Cache,Governor,,IAP,Superdell Schanze,NORTH LOGAN 02,10,0,10,0,0
Cache,Governor,,IAP,Superdell Schanze,NORTH LOGAN 03,6,0,6,0,0
Cache,Governor,,IAP,Superdell Schanze,NORTH LOGAN 04,8,0,8,0,0
Cache,Governor,,IAP,Superdell Schanze,NORTH LOGAN 05,12,0,12,0,0
Cache,Governor,,IAP,Superdell Schanze,NORTH LOGAN 06,6,0,6,0,0
Cache,Governor,,IAP,Superdell Schanze,PARADISE,16,0,15,0,1
Cache,Governor,,IAP,Superdell Schanze,PROVIDENCE 01,10,0,9,0,1
Cache,Governor,,IAP,Superdell Schanze,PROVIDENCE 02,7,0,7,0,0
Cache,Governor,,IAP,Superdell Schanze,PROVIDENCE 03,5,0,5,0,0
Cache,Governor,,IAP,Superdell Schanze,PROVIDENCE 04,4,0,4,0,0
Cache,Governor,,IAP,Superdell Schanze,PROVIDENCE 05,7,0,7,0,0
Cache,Governor,,IAP,Superdell Schanze,RICHMOND 01,4,0,4,0,0
Cache,Governor,,IAP,Superdell Schanze,RICHMOND 02,13,0,13,0,0
Cache,Governor,,IAP,Superdell Schanze,RIVER HEIGHTS 01,1,0,1,0,0
Cache,Governor,,IAP,Superdell Schanze,RIVER HEIGHTS 02,8,0,8,0,0
Cache,Governor,,IAP,Superdell Schanze,SMITHFIELD 01,4,0,4,0,0
Cache,Governor,,IAP,Superdell Schanze,SMITHFIELD 02,10,0,8,0,2
Cache,Governor,,IAP,Superdell Schanze,SMITHFIELD 03,13,0,12,0,1
Cache,Governor,,IAP,Superdell Schanze,SMITHFIELD 04,4,0,4,0,0
Cache,Governor,,IAP,Superdell Schanze,SMITHFIELD 05,14,0,12,0,2
Cache,Governor,,IAP,Superdell Schanze,SMITHFIELD 06,9,0,8,0,1
Cache,Governor,,IAP,Superdell Schanze,SMITHFIELD 07,15,0,12,0,3
Cache,Governor,,IAP,Superdell Schanze,TRENTON,8,0,8,0,0
Cache,Governor,,IAP,Superdell Schanze,WELLSVILLE 01,6,0,6,0,0
Cache,Governor,,IAP,Superdell Schanze,WELLSVILLE 02,14,0,14,0,0
Cache,Governor,,IAP,Superdell Schanze,WELLSVILLE 03,9,0,9,0,0
Cache,Governor,,IAP,Superdell Schanze,WELLSVILLE 04,4,0,4,0,0
Cache,Governor,,LIB,Brian E. Kamerath,LOGAN 01,25,0,19,0,6
Cache,Governor,,LIB,Brian E. Kamerath,LOGAN 02,22,0,19,0,3
Cache,Governor,,LIB,Brian E. Kamerath,LOGAN 03,26,0,26,0,0
Cache,Governor,,LIB,Brian E. Kamerath,LOGAN 04,21,0,17,0,4
Cache,Governor,,LIB,Brian E. Kamerath,LOGAN 05,17,0,16,0,1
Cache,Governor,,LIB,Brian E. Kamerath,LOGAN 06,19,0,16,0,3
Cache,Governor,,LIB,Brian E. Kamerath,LOGAN 07,18,0,14,0,4
Cache,Governor,,LIB,Brian E. Kamerath,LOGAN 08,22,0,15,0,7
Cache,Governor,,LIB,Brian E. Kamerath,LOGAN 09,23,0,20,0,3
Cache,Governor,,LIB,Brian E. Kamerath,LOGAN 10,9,0,7,0,2
Cache,Governor,,LIB,Brian E. Kamerath,LOGAN 11,22,0,20,0,2
Cache,Governor,,LIB,Brian E. Kamerath,LOGAN 12,11,0,10,0,1
Cache,Governor,,LIB,Brian E. Kamerath,LOGAN 13,18,0,16,0,2
Cache,Governor,,LIB,Brian E. Kamerath,LOGAN 14,11,0,10,0,1
Cache,Governor,,LIB,Brian E. Kamerath,LOGAN 15,16,0,13,0,3
Cache,Governor,,LIB,Brian E. Kamerath,LOGAN 16,18,0,17,0,1
Cache,Governor,,LIB,Brian E. Kamerath,LOGAN 17,26,0,25,0,1
Cache,Governor,,LIB,Brian E. Kamerath,LOGAN 18,9,0,7,0,2
Cache,Governor,,LIB,Brian E. Kamerath,LOGAN 19,19,0,16,0,3
Cache,Governor,,LIB,Brian E. Kamerath,LOGAN 20,13,0,12,0,1
Cache,Governor,,LIB,Brian E. Kamerath,LOGAN 21,10,0,9,0,1
Cache,Governor,,LIB,Brian E. Kamerath,LOGAN 22,20,0,17,0,3
Cache,Governor,,LIB,Brian E. Kamerath,LOGAN 23,19,0,15,0,4
Cache,Governor,,LIB,Brian E. Kamerath,LOGAN 24,10,0,9,0,1
Cache,Governor,,LIB,Brian E. Kamerath,LOGAN 25,27,0,27,0,0
Cache,Governor,,LIB,Brian E. Kamerath,LOGAN 26,18,0,17,0,1
Cache,Governor,,LIB,Brian E. Kamerath,LOGAN 27,20,0,19,0,1
Cache,Governor,,LIB,Brian E. Kamerath,LOGAN 28,12,0,12,0,0
Cache,Governor,,LIB,Brian E. Kamerath,LOGAN 29,11,0,11,0,0
Cache,Governor,,LIB,Brian E. Kamerath,LOGAN 30,24,0,18,0,6
Cache,Governor,,LIB,Brian E. Kamerath,LOGAN 31,26,0,23,0,3
Cache,Governor,,LIB,Brian E. Kamerath,LOGAN 32,9,0,9,0,0
Cache,Governor,,LIB,Brian E. Kamerath,LOGAN 33,27,0,23,0,4
Cache,Governor,,LIB,Brian E. Kamerath,AMALGA,3,0,3,0,0
Cache,Governor,,LIB,Brian E. Kamerath,BENSON,10,0,9,0,1
Cache,Governor,,LIB,Brian E. Kamerath,CLARKSTON,17,0,14,0,3
Cache,Governor,,LIB,Brian E. Kamerath,COLLEGE/YOUNG WARD,16,0,16,0,0
Cache,Governor,,LIB,Brian E. Kamerath,CORNISH,4,0,4,0,0
Cache,Governor,,LIB,Brian E. Kamerath,COVE,7,0,6,0,1
Cache,Governor,,LIB,Brian E. Kamerath,HYDE PARK 01,34,0,32,0,2
Cache,Governor,,LIB,Brian E. Kamerath,HYDE PARK 02,17,0,17,0,0
Cache,Governor,,LIB,Brian E. Kamerath,HYRUM 01,30,0,28,0,2
Cache,Governor,,LIB,Brian E. Kamerath,HYRUM 02,24,0,21,0,3
Cache,Governor,,LIB,Brian E. Kamerath,HYRUM 03,17,0,15,0,2
Cache,Governor,,LIB,Brian E. Kamerath,HYRUM 04,34,0,34,0,0
Cache,Governor,,LIB,Brian E. Kamerath,HYRUM 05,18,0,18,0,0
Cache,Governor,,LIB,Brian E. Kamerath,LEWISTON 01,13,0,13,0,0
Cache,Governor,,LIB,Brian E. Kamerath,LEWISTON 02,4,0,4,0,0
Cache,Governor,,LIB,Brian E. Kamerath,MENDON 01,10,0,10,0,0
Cache,Governor,,LIB,Brian E. Kamerath,MENDON 02,36,0,35,0,1
Cache,Governor,,LIB,Brian E. Kamerath,MILLVILLE 17,3,0,3,0,0
Cache,Governor,,LIB,Brian E. Kamerath,MILLVILLE 25,23,0,22,0,1
Cache,Governor,,LIB,Brian E. Kamerath,NEWTON,14,0,14,0,0
Cache,Governor,,LIB,Brian E. Kamerath,NIBLEY 01,39,0,35,0,4
Cache,Governor,,LIB,Brian E. Kamerath,NIBLEY 03,31,0,28,0,3
Cache,Governor,,LIB,Brian E. Kamerath,Nibley 17,25,0,21,0,4
Cache,Governor,,LIB,Brian E. Kamerath,Nibley 25,0,0,0,0,0
Cache,Governor,,LIB,Brian E. Kamerath,NORTH LOGAN 01,34,0,26,0,8
Cache,Governor,,LIB,Brian E. Kamerath,NORTH LOGAN 02,23,0,20,0,3
Cache,Governor,,LIB,Brian E. Kamerath,NORTH LOGAN 03,25,0,23,0,2
Cache,Governor,,LIB,Brian E. Kamerath,NORTH LOGAN 04,16,0,16,0,0
Cache,Governor,,LIB,Brian E. Kamerath,NORTH LOGAN 05,19,0,19,0,0
Cache,Governor,,LIB,Brian E. Kamerath,NORTH LOGAN 06,23,0,20,0,3
Cache,Governor,,LIB,Brian E. Kamerath,PARADISE,28,0,24,0,4
Cache,Governor,,LIB,Brian E. Kamerath,PROVIDENCE 01,26,0,24,0,2
Cache,Governor,,LIB,Brian E. Kamerath,PROVIDENCE 02,27,0,25,0,2
Cache,Governor,,LIB,Brian E. Kamerath,PROVIDENCE 03,23,0,22,0,1
Cache,Governor,,LIB,Brian E. Kamerath,PROVIDENCE 04,5,0,4,0,1
Cache,Governor,,LIB,Brian E. Kamerath,PROVIDENCE 05,11,0,11,0,0
Cache,Governor,,LIB,Brian E. Kamerath,RICHMOND 01,18,0,17,0,1
Cache,Governor,,LIB,Brian E. Kamerath,RICHMOND 02,15,0,15,0,0
Cache,Governor,,LIB,Brian E. Kamerath,RIVER HEIGHTS 01,8,0,8,0,0
Cache,Governor,,LIB,Brian E. Kamerath,RIVER HEIGHTS 02,17,0,17,0,0
Cache,Governor,,LIB,Brian E. Kamerath,SMITHFIELD 01,22,0,21,0,1
