county,office,district,party,candidate,precinct,votes,absentee,mail,election_day,provisional
Cache,U.S. Senate,,REP,Mike Lee,LOGAN 20,460,0,422,0,38
Cache,U.S. Senate,,REP,Mike Lee,LOGAN 21,271,0,263,0,8
Cache,U.S. Senate,,REP,Mike Lee,LOGAN 22,536,0,517,0,19
Cache,U.S. Senate,,REP,Mike Lee,LOGAN 23,258,0,188,0,70
Cache,U.S. Senate,,REP,Mike Lee,LOGAN 24,143,0,135,0,8
Cache,U.S. Senate,,REP,Mike Lee,LOGAN 25,380,0,343,0,37
Cache,U.S. Senate,,REP,Mike Lee,LOGAN 26,348,0,325,0,23
Cache,U.S. Senate,,REP,Mike Lee,LOGAN 27,487,0,432,0,55
Cache,U.S. Senate,,REP,Mike Lee,LOGAN 28,162,0,118,0,44
Cache,U.S. Senate,,REP,Mike Lee,LOGAN 29,497,0,476,0,21
Cache,U.S. Senate,,REP,Mike Lee,LOGAN 30,461,0,387,0,74
Cache,U.S. Senate,,REP,Mike Lee,LOGAN 31,299,0,247,0,52
Cache,U.S. Senate,,REP,Mike Lee,LOGAN 32,193,0,174,0,19
Cache,U.S. Senate,,REP,Mike Lee,LOGAN 33,465,0,416,0,49
Cache,U.S. Senate,,REP,Mike Lee,AMALGA,178,0,167,0,11
Cache,U.S. Senate,,REP,Mike Lee,BENSON,255,0,245,0,10
Cache,U.S. Senate,,REP,Mike Lee,CLARKSTON,271,0,252,0,19
Cache,U.S. Senate,,REP,Mike Lee,COLLEGE/YOUNG WARD,372,0,360,0,12
Cache,U.S. Senate,,REP,Mike Lee,CORNISH,93,0,89,0,4
Cache,U.S. Senate,,REP,Mike Lee,COVE,231,0,220,0,11
Cache,U.S. Senate,,REP,Mike Lee,HYDE PARK 01,973,0,937,0,36
Cache,U.S. Senate,,REP,Mike Lee,HYDE PARK 02,849,0,811,0,38
Cache,U.S. Senate,,REP,Mike Lee,HYRUM 01,501,0,468,0,33
Cache,U.S. Senate,,REP,Mike Lee,HYRUM 02,304,0,290,0,14
Cache,U.S. Senate,,REP,Mike Lee,HYRUM 03,571,0,554,0,17
Cache,U.S. Senate,,REP,Mike Lee,HYRUM 04,733,0,701,0,32
Cache,U.S. Senate,,REP,Mike Lee,HYRUM 05,439,0,404,0,35
Cache,U.S. Senate,,REP,Mike Lee,LEWISTON 01,416,0,400,0,16
Cache,U.S. Senate,,REP,Mike Lee,LEWISTON 02,254,0,242,0,12
Cache,U.S. Senate,,REP,Mike Lee,MENDON 01,67,0,62,0,5
Cache,U.S. Senate,,REP,Mike Lee,MENDON 02,886,0,825,0,61
Cache,U.S. Senate,,REP,Mike Lee,MILLVILLE 17,97,0,93,0,4
Cache,U.S. Senate,,REP,Mike Lee,MILLVILLE 25,683,0,653,0,30
Cache,U.S. Senate,,REP,Mike Lee,NEWTON,396,0,388,0,8
Cache,U.S. Senate,,REP,Mike Lee,NIBLEY 01,772,0,702,0,70
Cache,U.S. Senate,,REP,Mike Lee,NIBLEY 03,750,0,710,0,40
Cache,U.S. Senate,,REP,Mike Lee,Nibley 17,529,0,495,0,34
Cache,U.S. Senate,,REP,Mike Lee,Nibley 25,15,0,15,0,0
Cache,U.S. Senate,,REP,Mike Lee,NORTH LOGAN 01,541,0,455,0,86
Cache,U.S. Senate,,REP,Mike Lee,NORTH LOGAN 02,441,0,427,0,14
Cache,U.S. Senate,,REP,Mike Lee,NORTH LOGAN 03,542,0,520,0,22
Cache,U.S. Senate,,REP,Mike Lee,NORTH LOGAN 04,625,0,604,0,21
Cache,U.S. Senate,,REP,Mike Lee,NORTH LOGAN 05,548,0,531,0,17
Cache,U.S. Senate,,REP,Mike Lee,NORTH LOGAN 06,460,0,432,0,28
Cache,U.S. Senate,,REP,Mike Lee,PARADISE,726,0,690,0,36
Cache,U.S. Senate,,REP,Mike Lee,PROVIDENCE 01,592,0,570,0,22
Cache,U.S. Senate,,REP,Mike Lee,PROVIDENCE 02,767,0,748,0,19
Cache,U.S. Senate,,REP,Mike Lee,PROVIDENCE 03,593,0,572,0,21
Cache,U.S. Senate,,REP,Mike Lee,PROVIDENCE 04,445,0,415,0,30
Cache,U.S. Senate,,REP,Mike Lee,PROVIDENCE 05,456,0,435,0,21
Cache,U.S. Senate,,REP,Mike Lee,RICHMOND 01,417,0,393,0,24
Cache,U.S. Senate,,REP,Mike Lee,RICHMOND 02,495,0,472,0,23
Cache,U.S. Senate,,REP,Mike Lee,RIVER HEIGHTS 01,268,0,259,0,9
Cache,U.S. Senate,,REP,Mike Lee,RIVER HEIGHTS 02,412,0,398,0,14
Cache,U.S. Senate,,REP,Mike Lee,SMITHFIELD 01,543,0,498,0,45
Cache,U.S. Senate,,REP,Mike Lee,SMITHFIELD 02,547,0,512,0,35
Cache,U.S. Senate,,REP,Mike Lee,SMITHFIELD 03,603,0,551,0,52
Cache,U.S. Senate,,REP,Mike Lee,SMITHFIELD 04,669,0,625,0,44
Cache,U.S. Senate,,REP,Mike Lee,SMITHFIELD 05,604,0,557,0,47
Cache,U.S. Senate,,REP,Mike Lee,SMITHFIELD 06,478,0,445,0,33
Cache,U.S. Senate,,REP,Mike Lee,SMITHFIELD 07,664,0,601,0,63
Cache,U.S. Senate,,REP,Mike Lee,TRENTON,197,0,187,0,10
Cache,U.S. Senate,,REP,Mike Lee,WELLSVILLE 01,378,0,360,0,18
Cache,U.S. Senate,,REP,Mike Lee,WELLSVILLE 02,507,0,490,0,17
Cache,U.S. Senate,,REP,Mike Lee,WELLSVILLE 03,375,0,366,0,9
Cache,U.S. Senate,,REP,Mike Lee,WELLSVILLE 04,509,0,495,0,14
Cache,U.S. House,1,REP,Rob Bishop,LOGAN 01,180,0,151,0,29
Cache,U.S. House,1,REP,Rob Bishop,LOGAN 02,238,0,213,0,25
Cache,U.S. House,1,REP,Rob Bishop,LOGAN 03,344,0,316,0,28
Cache,U.S. House,1,REP,Rob Bishop,LOGAN 04,296,0,276,0,20
Cache,U.S. House,1,REP,Rob Bishop,LOGAN 05,375,0,357,0,18
Cache,U.S. House,1,REP,Rob Bishop,LOGAN 06,281,0,249,0,32
Cache,U.S. House,1,REP,Rob Bishop,LOGAN 07,134,0,108,0,26
Cache,U.S. House,1,REP,Rob Bishop,LOGAN 08,101,0,89,0,12
Cache,U.S. House,1,REP,Rob Bishop,LOGAN 09,216,0,190,0,26
Cache,U.S. House,1,REP,Rob Bishop,LOGAN 10,171,0,133,0,38
Cache,U.S. House,1,REP,Rob Bishop,LOGAN 11,213,0,188,0,25
Cache,U.S. House,1,REP,Rob Bishop,LOGAN 12,131,0,96,0,35
Cache,U.S. House,1,REP,Rob Bishop,LOGAN 13,380,0,359,0,21
Cache,U.S. House,1,REP,Rob Bishop,LOGAN 14,227,0,215,0,12
Cache,U.S. House,1,REP,Rob Bishop,LOGAN 15,264,0,223,0,41
Cache,U.S. House,1,REP,Rob Bishop,LOGAN 16,269,0,235,0,34
Cache,U.S. House,1,REP,Rob Bishop,LOGAN 17,344,0,298,0,46
Cache,U.S. House,1,REP,Rob Bishop,LOGAN 18,215,0,143,0,72
Cache,U.S. House,1,REP,Rob Bishop,LOGAN 19,233,0,202,0,31
Cache,U.S. House,1,REP,Rob Bishop,LOGAN 20,404,0,367,0,37
Cache,U.S. House,1,REP,Rob Bishop,LOGAN 21,239,0,233,0,6
Cache,U.S. House,1,REP,Rob Bishop,LOGAN 22,482,0,468,0,14
Cache,U.S. House,1,REP,Rob Bishop,LOGAN 23,227,0,155,0,72
Cache,U.S. House,1,REP,Rob Bishop,LOGAN 24,126,0,122,0,4
Cache,U.S. House,1,REP,Rob Bishop,LOGAN 25,317,0,289,0,28
Cache,U.S. House,1,REP,Rob Bishop,LOGAN 26,296,0,277,0,19
Cache,U.S. House,1,REP,Rob Bishop,LOGAN 27,430,0,380,0,50
Cache,U.S. House,1,REP,Rob Bishop,LOGAN 28,138,0,99,0,39
Cache,U.S. House,1,REP,Rob Bishop,LOGAN 29,449,0,428,0,21
Cache,U.S. House,1,REP,Rob Bishop,LOGAN 30,411,0,340,0,71
Cache,U.S. House,1,REP,Rob Bishop,LOGAN 31,267,0,220,0,47
Cache,U.S. House,1,REP,Rob Bishop,LOGAN 32,168,0,150,0,18
Cache,U.S. House,1,REP,Rob Bishop,LOGAN 33,411,0,366,0,45
Cache,U.S. House,1,REP,Rob Bishop,AMALGA,166,0,156,0,10
Cache,U.S. House,1,REP,Rob Bishop,BENSON,225,0,216,0,9
Cache,U.S. House,1,REP,Rob Bishop,CLARKSTON,247,0,231,0,16
Cache,U.S. House,1,REP,Rob Bishop,COLLEGE/YOUNG WARD,343,0,328,0,15
Cache,U.S. House,1,REP,Rob Bishop,CORNISH,81,0,79,0,2
Cache,U.S. House,1,REP,Rob Bishop,COVE,217,0,208,0,9
Cache,U.S. House,1,REP,Rob Bishop,HYDE PARK 01,886,0,853,0,33
Cache,U.S. House,1,REP,Rob Bishop,HYDE PARK 02,757,0,721,0,36
Cache,U.S. House,1,REP,Rob Bishop,HYRUM 01,452,0,422,0,30
Cache,U.S. House,1,REP,Rob Bishop,HYRUM 02,254,0,243,0,11
Cache,U.S. House,1,REP,Rob Bishop,HYRUM 03,532,0,512,0,20
Cache,U.S. House,1,REP,Rob Bishop,HYRUM 04,655,0,626,0,29
Cache,U.S. House,1,REP,Rob Bishop,HYRUM 05,400,0,368,0,32
Cache,U.S. House,1,REP,Rob Bishop,LEWISTON 01,381,0,365,0,16
Cache,U.S. House,1,REP,Rob Bishop,LEWISTON 02,244,0,232,0,12
Cache,U.S. House,1,REP,Rob Bishop,MENDON 01,60,0,53,0,7
Cache,U.S. House,1,REP,Rob Bishop,MENDON 02,805,0,746,0,59
Cache,U.S. House,1,REP,Rob Bishop,MILLVILLE 17,85,0,81,0,4
Cache,U.S. House,1,REP,Rob Bishop,MILLVILLE 25,621,0,594,0,27
Cache,U.S. House,1,REP,Rob Bishop,NEWTON,342,0,332,0,10
Cache,U.S. House,1,REP,Rob Bishop,NIBLEY 01,687,0,618,0,69
Cache,U.S. House,1,REP,Rob Bishop,NIBLEY 03,684,0,650,0,34
Cache,U.S. House,1,REP,Rob Bishop,Nibley 17,471,0,441,0,30
Cache,U.S. House,1,REP,Rob Bishop,Nibley 25,18,0,18,0,0
Cache,U.S. House,1,REP,Rob Bishop,NORTH LOGAN 01,490,0,414,0,76
Cache,U.S. House,1,REP,Rob Bishop,NORTH LOGAN 02,392,0,377,0,15
Cache,U.S. House,1,REP,Rob Bishop,NORTH LOGAN 03,491,0,470,0,21
Cache,U.S. House,1,REP,Rob Bishop,NORTH LOGAN 04,592,0,572,0,20
Cache,U.S. House,1,REP,Rob Bishop,NORTH LOGAN 05,490,0,471,0,19
Cache,U.S. House,1,REP,Rob Bishop,NORTH LOGAN 06,411,0,385,0,26
Cache,U.S. House,1,REP,Rob Bishop,PARADISE,644,0,608,0,36
Cache,U.S. House,1,REP,Rob Bishop,PROVIDENCE 01,542,0,521,0,21
Cache,U.S. House,1,REP,Rob Bishop,PROVIDENCE 02,679,0,662,0,17
Cache,U.S. House,1,REP,Rob Bishop,PROVIDENCE 03,560,0,538,0,22
Cache,U.S. House,1,REP,Rob Bishop,PROVIDENCE 04,402,0,373,0,29
Cache,U.S. House,1,REP,Rob Bishop,PROVIDENCE 05,412,0,391,0,21
Cache,U.S. House,1,REP,Rob Bishop,RICHMOND 01,371,0,349,0,22
Cache,U.S. House,1,REP,Rob Bishop,RICHMOND 02,430,0,410,0,20
Cache,U.S. House,1,REP,Rob Bishop,RIVER HEIGHTS 01,242,0,233,0,9
Cache,U.S. House,1,REP,Rob Bishop,RIVER HEIGHTS 02,363,0,350,0,13
Cache,U.S. House,1,REP,Rob Bishop,SMITHFIELD 01,479,0,441,0,38
Cache,U.S. House,1,REP,Rob Bishop,SMITHFIELD 02,495,0,461,0,34
Cache,U.S. House,1,REP,Rob Bishop,SMITHFIELD 03,540,0,493,0,47
Cache,U.S. House,1,REP,Rob Bishop,SMITHFIELD 04,625,0,591,0,34
Cache,U.S. House,1,REP,Rob Bishop,SMITHFIELD 05,555,0,506,0,49
Cache,U.S. House,1,REP,Rob Bishop,SMITHFIELD 06,411,0,381,0,30
Cache,U.S. House,1,REP,Rob Bishop,SMITHFIELD 07,592,0,535,0,57
Cache,U.S. House,1,REP,Rob Bishop,TRENTON,177,0,166,0,11
Cache,U.S. House,1,REP,Rob Bishop,WELLSVILLE 01,355,0,337,0,18
Cache,U.S. House,1,REP,Rob Bishop,WELLSVILLE 02,465,0,449,0,16
Cache,U.S. House,1,REP,Rob Bishop,WELLSVILLE 03,326,0,318,0,8
Cache,U.S. House,1,REP,Rob Bishop,WELLSVILLE 04,453,0,441,0,12
Cache,U.S. House,1,LIB,Craig Bowden,LOGAN 01,49,0,44,0,5
Cache,U.S. House,1,LIB,Craig Bowden,LOGAN 02,51,0,44,0,7
Cache,U.S. House,1,LIB,Craig Bowden,LOGAN 03,35,0,33,0,2
Cache,U.S. House,1,LIB,Craig Bowden,LOGAN 04,34,0,26,0,8
Cache,U.S. House,1,LIB,Craig Bowden,LOGAN 05,31,0,28,0,3
Cache,U.S. House,1,LIB,Craig Bowden,LOGAN 06,35,0,34,0,1
Cache,U.S. House,1,LIB,Craig Bowden,LOGAN 07,29,0,24,0,5
Cache,U.S. House,1,LIB,Craig Bowden,LOGAN 08,36,0,27,0,9
Cache,U.S. House,1,LIB,Craig Bowden,LOGAN 09,30,0,25,0,5
Cache,U.S. House,1,LIB,Craig Bowden,LOGAN 10,29,0,24,0,5
Cache,U.S. House,1,LIB,Craig Bowden,LOGAN 11,37,0,35,0,2
Cache,U.S. House,1,LIB,Craig Bowden,LOGAN 12,26,0,18,0,8
Cache,U.S. House,1,LIB,Craig Bowden,LOGAN 13,38,0,29,0,9
Cache,U.S. House,1,LIB,Craig Bowden,LOGAN 14,28,0,25,0,3
Cache,U.S. House,1,LIB,Craig Bowden,LOGAN 15,26,0,17,0,9
Cache,U.S. House,1,LIB,Craig Bowden,LOGAN 16,37,0,32,0,5
Cache,U.S. House,1,LIB,Craig Bowden,LOGAN 17,54,0,48,0,6
Cache,U.S. House,1,LIB,Craig Bowden,LOGAN 18,25,0,19,0,6
Cache,U.S. House,1,LIB,Craig Bowden,LOGAN 19,38,0,33,0,5
Cache,U.S. House,1,LIB,Craig Bowden,LOGAN 20,27,0,23,0,4
Cache,U.S. House,1,LIB,Craig Bowden,LOGAN 21,14,0,13,0,1
Cache,U.S. House,1,LIB,Craig Bowden,LOGAN 22,35,0,31,0,4
Cache,U.S. House,1,LIB,Craig Bowden,LOGAN 23,32,0,25,0,7
Cache,U.S. House,1,LIB,Craig Bowden,LOGAN 24,23,0,22,0,1
Cache,U.S. House,1,LIB,Craig Bowden,LOGAN 25,44,0,39,0,5
Cache,U.S. House,1,LIB,Craig Bowden,LOGAN 26,32,0,28,0,4
Cache,U.S. House,1,LIB,Craig Bowden,LOGAN 27,51,0,42,0,9
Cache,U.S. House,1,LIB,Craig Bowden,LOGAN 28,17,0,14,0,3
Cache,U.S. House,1,LIB,Craig Bowden,LOGAN 29,31,0,30,0,1
Cache,U.S. House,1,LIB,Craig Bowden,LOGAN 30,47,0,37,0,10
Cache,U.S. House,1,LIB,Craig Bowden,LOGAN 31,39,0,32,0,7
Cache,U.S. House,1,LIB,Craig Bowden,LOGAN 32,20,0,19,0,1
Cache,U.S. House,1,LIB,Craig Bowden,LOGAN 33,48,0,43,0,5
Cache,U.S. House,1,LIB,Craig Bowden,AMALGA,10,0,9,0,1
Cache,U.S. House,1,LIB,Craig Bowden,BENSON,18,0,17,0,1
Cache,U.S. House,1,LIB,Craig Bowden,CLARKSTON,14,0,11,0,3
Cache,U.S. House,1,LIB,Craig Bowden,COLLEGE/YOUNG WARD,24,0,24,0,0
Cache,U.S. House,1,LIB,Craig Bowden,CORNISH,4,0,4,0,0
Cache,U.S. House,1,LIB,Craig Bowden,COVE,13,0,11,0,2
Cache,U.S. House,1,LIB,Craig Bowden,HYDE PARK 01,56,0,54,0,2
Cache,U.S. House,1,LIB,Craig Bowden,HYDE PARK 02,46,0,45,0,1
Cache,U.S. House,1,LIB,Craig Bowden,HYRUM 01,41,0,39,0,2
Cache,U.S. House,1,LIB,Craig Bowden,HYRUM 02,34,0,32,0,2
Cache,U.S. House,1,LIB,Craig Bowden,HYRUM 03,29,0,29,0,0
Cache,U.S. House,1,LIB,Craig Bowden,HYRUM 04,58,0,54,0,4
Cache,U.S. House,1,LIB,Craig Bowden,HYRUM 05,41,0,39,0,2
Cache,U.S. House,1,LIB,Craig Bowden,LEWISTON 01,24,0,24,0,0
Cache,U.S. House,1,LIB,Craig Bowden,LEWISTON 02,10,0,9,0,1
Cache,U.S. House,1,LIB,Craig Bowden,MENDON 01,7,0,7,0,0
Cache,U.S. House,1,LIB,Craig Bowden,MENDON 02,54,0,50,0,4
Cache,U.S. House,1,LIB,Craig Bowden,MILLVILLE 17,5,0,4,0,1
Cache,U.S. House,1,LIB,Craig Bowden,MILLVILLE 25,34,0,31,0,3
Cache,U.S. House,1,LIB,Craig Bowden,NEWTON,28,0,26,0,2
Cache,U.S. House,1,LIB,Craig Bowden,NIBLEY 01,73,0,63,0,10
Cache,U.S. House,1,LIB,Craig Bowden,NIBLEY 03,46,0,43,0,3
Cache,U.S. House,1,LIB,Craig Bowden,Nibley 17,43,0,38,0,5
Cache,U.S. House,1,LIB,Craig Bowden,Nibley 25,0,0,0,0,0
Cache,U.S. House,1,LIB,Craig Bowden,NORTH LOGAN 01,55,0,43,0,12
Cache,U.S. House,1,LIB,Craig Bowden,NORTH LOGAN 02,36,0,34,0,2
Cache,U.S. House,1,LIB,Craig Bowden,NORTH LOGAN 03,36,0,35,0,1
Cache,U.S. House,1,LIB,Craig Bowden,NORTH LOGAN 04,29,0,28,0,1
Cache,U.S. House,1,LIB,Craig Bowden,NORTH LOGAN 05,36,0,36,0,0
Cache,U.S. House,1,LIB,Craig Bowden,NORTH LOGAN 06,35,0,31,0,4
Cache,U.S. House,1,LIB,Craig Bowden,PARADISE,55,0,53,0,2
Cache,U.S. House,1,LIB,Craig Bowden,PROVIDENCE 01,40,0,39,0,1
Cache,U.S. House,1,LIB,Craig Bowden,PROVIDENCE 02,51,0,47,0,4
Cache,U.S. House,1,LIB,Craig Bowden,PROVIDENCE 03,34,0,33,0,1
Cache,U.S. House,1,LIB,Craig Bowden,PROVIDENCE 04,31,0,26,0,5
Cache,U.S. House,1,LIB,Craig Bowden,PROVIDENCE 05,25,0,24,0,1
Cache,U.S. House,1,LIB,Craig Bowden,RICHMOND 01,33,0,31,0,2
Cache,U.S. House,1,LIB,Craig Bowden,RICHMOND 02,28,0,28,0,0
Cache,U.S. House,1,LIB,Craig Bowden,RIVER HEIGHTS 01,24,0,24,0,0
Cache,U.S. House,1,LIB,Craig Bowden,RIVER HEIGHTS 02,31,0,29,0,2
Cache,U.S. House,1,LIB,Craig Bowden,SMITHFIELD 01,40,0,36,0,4
Cache,U.S. House,1,LIB,Craig Bowden,SMITHFIELD 02,37,0,33,0,4
Cache,U.S. House,1,LIB,Craig Bowden,SMITHFIELD 03,55,0,50,0,5
Cache,U.S. House,1,LIB,Craig Bowden,SMITHFIELD 04,26,0,21,0,5
Cache,U.S. House,1,LIB,Craig Bowden,SMITHFIELD 05,38,0,35,0,3
Cache,U.S. House,1,LIB,Craig Bowden,SMITHFIELD 06,50,0,46,0,4
Cache,U.S. House,1,LIB,Craig Bowden,SMITHFIELD 07,61,0,55,0,6
Cache,U.S. House,1,LIB,Craig Bowden,TRENTON,16,0,15,0,1
Cache,U.S. House,1,LIB,Craig Bowden,WELLSVILLE 01,17,0,14,0,3
Cache,U.S. House,1,LIB,Craig Bowden,WELLSVILLE 02,19,0,18,0,1
Cache,U.S. House,1,LIB,Craig Bowden,WELLSVILLE 03,28,0,27,0,1
Cache,U.S. House,1,LIB,Craig Bowden,WELLSVILLE 04,34,0,31,0,3
Cache,U.S. House,1,,Chadwick H. Fairbanks,LOGAN 01,10,0,6,0,4
Cache,U.S. House,1,,Chadwick H. Fairbanks,LOGAN 02,15,0,12,0,3
Cache,U.S. House,1,,Chadwick H. Fairbanks,LOGAN 03,11,0,9,0,2
Cache,U.S. House,1,,Chadwick H. Fairbanks,LOGAN 04,11,0,10,0,1
Cache,U.S. House,1,,Chadwick H. Fairbanks,LOGAN 05,14,0,14,0,0
Cache,U.S. House,1,,Chadwick H. Fairbanks,LOGAN 06,17,0,16,0,1
Cache,U.S. House,1,,Chadwick H. Fairbanks,LOGAN 07,6,0,5,0,1
Cache,U.S. House,1,,Chadwick H. Fairbanks,LOGAN 08,10,0,8,0,2
Cache,U.S. House,1,,Chadwick H. Fairbanks,LOGAN 09,7,0,7,0,0
Cache,U.S. House,1,,Chadwick H. Fairbanks,LOGAN 10,7,0,7,0,0
Cache,U.S. House,1,,Chadwick H. Fairbanks,LOGAN 11,6,0,5,0,1
Cache,U.S. House,1,,Chadwick H. Fairbanks,LOGAN 12,2,0,1,0,1
Cache,U.S. House,1,,Chadwick H. Fairbanks,LOGAN 13,4,0,3,0,1
Cache,U.S. House,1,,Chadwick H. Fairbanks,LOGAN 14,4,0,4,0,0
Cache,U.S. House,1,,Chadwick H. Fairbanks,LOGAN 15,5,0,3,0,2
Cache,U.S. House,1,,Chadwick H. Fairbanks,LOGAN 16,11,0,9,0,2
Cache,U.S. House,1,,Chadwick H. Fairbanks,LOGAN 17,6,0,3,0,3
Cache,U.S. House,1,,Chadwick H. Fairbanks,LOGAN 18,9,0,6,0,3
Cache,U.S. House,1,,Chadwick H. Fairbanks,LOGAN 19,5,0,4,0,1
Cache,U.S. House,1,,Chadwick H. Fairbanks,LOGAN 20,7,0,5,0,2
Cache,U.S. House,1,,Chadwick H. Fairbanks,LOGAN 21,2,0,1,0,1
Cache,U.S. House,1,,Chadwick H. Fairbanks,LOGAN 22,6,0,6,0,0
Cache,U.S. House,1,,Chadwick H. Fairbanks,LOGAN 23,8,0,6,0,2
Cache,U.S. House,1,,Chadwick H. Fairbanks,LOGAN 24,2,0,2,0,0
Cache,U.S. House,1,,Chadwick H. Fairbanks,LOGAN 25,11,0,10,0,1
Cache,U.S. House,1,,Chadwick H. Fairbanks,LOGAN 26,8,0,7,0,1
Cache,U.S. House,1,,Chadwick H. Fairbanks,LOGAN 27,16,0,12,0,4
Cache,U.S. House,1,,Chadwick H. Fairbanks,LOGAN 28,2,0,2,0,0
Cache,U.S. House,1,,Chadwick H. Fairbanks,LOGAN 29,5,0,4,0,1
Cache,U.S. House,1,,Chadwick H. Fairbanks,LOGAN 30,13,0,8,0,5
Cache,U.S. House,1,,Chadwick H. Fairbanks,LOGAN 31,12,0,9,0,3
Cache,U.S. House,1,,Chadwick H. Fairbanks,LOGAN 32,9,0,8,0,1
Cache,U.S. House,1,,Chadwick H. Fairbanks,LOGAN 33,14,0,14,0,0
Cache,U.S. House,1,,Chadwick H. Fairbanks,AMALGA,6,0,4,0,2
Cache,U.S. House,1,,Chadwick H. Fairbanks,BENSON,5,0,4,0,1
Cache,U.S. House,1,,Chadwick H. Fairbanks,CLARKSTON,3,0,3,0,0
Cache,U.S. House,1,,Chadwick H. Fairbanks,COLLEGE/YOUNG WARD,4,0,4,0,0
Cache,U.S. House,1,,Chadwick H. Fairbanks,CORNISH,2,0,2,0,0
Cache,U.S. House,1,,Chadwick H. Fairbanks,COVE,2,0,2,0,0
Cache,U.S. House,1,,Chadwick H. Fairbanks,HYDE PARK 01,17,0,17,0,0
Cache,U.S. House,1,,Chadwick H. Fairbanks,HYDE PARK 02,14,0,12,0,2
Cache,U.S. House,1,,Chadwick H. Fairbanks,HYRUM 01,16,0,14,0,2
Cache,U.S. House,1,,Chadwick H. Fairbanks,HYRUM 02,11,0,11,0,0
Cache,U.S. House,1,,Chadwick H. Fairbanks,HYRUM 03,19,0,19,0,0
Cache,U.S. House,1,,Chadwick H. Fairbanks,HYRUM 04,16,0,16,0,0
Cache,U.S. House,1,,Chadwick H. Fairbanks,HYRUM 05,4,0,3,0,1
Cache,U.S. House,1,,Chadwick H. Fairbanks,LEWISTON 01,15,0,14,0,1
Cache,U.S. House,1,,Chadwick H. Fairbanks,LEWISTON 02,5,0,5,0,0
Cache,U.S. House,1,,Chadwick H. Fairbanks,MENDON 01,2,0,2,0,0
Cache,U.S. House,1,,Chadwick H. Fairbanks,MENDON 02,17,0,16,0,1
Cache,U.S. House,1,,Chadwick H. Fairbanks,MILLVILLE 17,2,0,2,0,0
Cache,U.S. House,1,,Chadwick H. Fairbanks,MILLVILLE 25,5,0,5,0,0
Cache,U.S. House,1,,Chadwick H. Fairbanks,NEWTON,6,0,6,0,0
Cache,U.S. House,1,,Chadwick H. Fairbanks,NIBLEY 01,13,0,10,0,3
Cache,U.S. House,1,,Chadwick H. Fairbanks,NIBLEY 03,18,0,18,0,0
Cache,U.S. House,1,,Chadwick H. Fairbanks,Nibley 17,13,0,12,0,1
Cache,U.S. House,1,,Chadwick H. Fairbanks,Nibley 25,0,0,0,0,0
Cache,U.S. House,1,,Chadwick H. Fairbanks,NORTH LOGAN 01,11,0,6,0,5
Cache,U.S. House,1,,Chadwick H. Fairbanks,NORTH LOGAN 02,14,0,14,0,0
Cache,U.S. House,1,,Chadwick H. Fairbanks,NORTH LOGAN 03,13,0,12,0,1
Cache,U.S. House,1,,Chadwick H. Fairbanks,NORTH LOGAN 04,8,0,8,0,0
Cache,U.S. House,1,,Chadwick H. Fairbanks,NORTH LOGAN 05,5,0,5,0,0
Cache,U.S. House,1,,Chadwick H. Fairbanks,NORTH LOGAN 06,10,0,10,0,0
Cache,U.S. House,1,,Chadwick H. Fairbanks,PARADISE,12,0,11,0,1
Cache,U.S. House,1,,Chadwick H. Fairbanks,PROVIDENCE 01,6,0,6,0,0
Cache,U.S. House,1,,Chadwick H. Fairbanks,PROVIDENCE 02,7,0,6,0,1
Cache,U.S. House,1,,Chadwick H. Fairbanks,PROVIDENCE 03,5,0,5,0,0
Cache,U.S. House,1,,Chadwick H. Fairbanks,PROVIDENCE 04,7,0,7,0,0
Cache,U.S. House,1,,Chadwick H. Fairbanks,PROVIDENCE 05,7,0,5,0,2
Cache,U.S. House,1,,Chadwick H. Fairbanks,RICHMOND 01,12,0,7,0,5
Cache,U.S. House,1,,Chadwick H. Fairbanks,RICHMOND 02,22,0,21,0,1
Cache,U.S. House,1,,Chadwick H. Fairbanks,RIVER HEIGHTS 01,4,0,4,0,0
Cache,U.S. House,1,,Chadwick H. Fairbanks,RIVER HEIGHTS 02,4,0,4,0,0
Cache,U.S. House,1,,Chadwick H. Fairbanks,SMITHFIELD 01,9,0,8,0,1
Cache,U.S. House,1,,Chadwick H. Fairbanks,SMITHFIELD 02,10,0,10,0,0
Cache,U.S. House,1,,Chadwick H. Fairbanks,SMITHFIELD 03,12,0,12,0,0
Cache,U.S. House,1,,Chadwick H. Fairbanks,SMITHFIELD 04,5,0,5,0,0
Cache,U.S. House,1,,Chadwick H. Fairbanks,SMITHFIELD 05,19,0,17,0,2
Cache,U.S. House,1,,Chadwick H. Fairbanks,SMITHFIELD 06,10,0,10,0,0
Cache,U.S. House,1,,Chadwick H. Fairbanks,SMITHFIELD 07,12,0,10,0,2
Cache,U.S. House,1,,Chadwick H. Fairbanks,TRENTON,2,0,2,0,0
Cache,U.S. House,1,,Chadwick H. Fairbanks,WELLSVILLE 01,0,0,0,0,0
Cache,U.S. House,1,,Chadwick H. Fairbanks,WELLSVILLE 02,13,0,12,0,1
Cache,U.S. House,1,,Chadwick H. Fairbanks,WELLSVILLE 03,4,0,4,0,0
Cache,U.S. House,1,,Chadwick H. Fairbanks,WELLSVILLE 04,12,0,11,0,1
