county,precinct,office,district,candidate,party,votes,election_day,mail,absentee,provisional
Tooele,T-19,President,,Gary Johnson,Libertarian,15,,,,
Tooele,T-19,President,,Rocky Giordani,Independent American,4,,,,
Tooele,T-19,President,,Donald Trump,Republican,218,,,,
Tooele,T-19,President,,Darrell Castle,Constitution,2,,,,
Tooele,T-19,President,,Hillary Clinton,Democratic,112,,,,
Tooele,T-20,President,,Gary Johnson,Libertarian,17,,,,
Tooele,T-20,President,,Rocky Giordani,Independent American,2,,,,
Tooele,T-20,President,,Donald Trump,Republican,244,,,,
Tooele,T-20,President,,Darrell Castle,Constitution,2,,,,
Tooele,T-20,President,,Hillary Clinton,Democratic,102,,,,
Tooele,T-21,President,,Gary Johnson,Libertarian,33,,,,
Tooele,T-21,President,,Rocky Giordani,Independent American,5,,,,
Tooele,T-21,President,,Donald Trump,Republican,370,,,,
Tooele,T-21,President,,Darrell Castle,Constitution,7,,,,
Tooele,T-21,President,,Hillary Clinton,Democratic,167,,,,
Tooele,TERRA,President,,Gary Johnson,Libertarian,0,,,,
Tooele,TERRA,President,,Rocky Giordani,Independent American,1,,,,
Tooele,TERRA,President,,Donald Trump,Republican,38,,,,
Tooele,TERRA,President,,Darrell Castle,Constitution,0,,,,
Tooele,TERRA,President,,Hillary Clinton,Democratic,9,,,,
Tooele,VRN-01:1,President,,Gary Johnson,Libertarian,3,,,,
Tooele,VRN-01:1,President,,Rocky Giordani,Independent American,0,,,,
Tooele,VRN-01:1,President,,Donald Trump,Republican,79,,,,
Tooele,VRN-01:1,President,,Darrell Castle,Constitution,1,,,,
Tooele,VRN-01:1,President,,Hillary Clinton,Democratic,12,,,,
Tooele,VRN-01:2,President,,Gary Johnson,Libertarian,0,,,,
Tooele,VRN-01:2,President,,Rocky Giordani,Independent American,0,,,,
Tooele,VRN-01:2,President,,Donald Trump,Republican,21,,,,
Tooele,VRN-01:2,President,,Darrell Castle,Constitution,0,,,,
Tooele,VRN-01:2,President,,Hillary Clinton,Democratic,4,,,,
Tooele,WEND,President,,Gary Johnson,Libertarian,7,,,,
Tooele,WEND,President,,Rocky Giordani,Independent American,1,,,,
Tooele,WEND,President,,Donald Trump,Republican,59,,,,
Tooele,WEND,President,,Darrell Castle,Constitution,0,,,,
Tooele,WEND,President,,Hillary Clinton,Democratic,34,,,,
Tooele,DUG-01,President,,Monica Moorehead,Workers World,0,,,,
Tooele,DUG-01,President,,Evan McMullin,Independent,12,,,,
Tooele,DUG-01,President,,Write-In,,2,,,,
Tooele,DUG-02,President,,Monica Moorehead,Workers World,0,,,,
Tooele,DUG-02,President,,Evan McMullin,Independent,7,,,,
Tooele,DUG-02,President,,Write-In,,0,,,,
Tooele,ERD-01:1,President,,Monica Moorehead,Workers World,0,,,,
Tooele,ERD-01:1,President,,Evan McMullin,Independent,177,,,,
Tooele,ERD-01:1,President,,Write-In,,1,,,,
Tooele,ERDA-01:02,President,,Monica Moorehead,Workers World,0,,,,
Tooele,ERDA-01:02,President,,Evan McMullin,Independent,2,,,,
Tooele,ERDA-01:02,President,,Write-In,,0,,,,
Tooele,ERD-02:1,President,,Monica Moorehead,Workers World,0,,,,
Tooele,ERD-02:1,President,,Evan McMullin,Independent,45,,,,
Tooele,ERD-02:1,President,,Write-In,,0,,,,
Tooele,ERD-02:2,President,,Monica Moorehead,Workers World,0,,,,
Tooele,ERD-02:2,President,,Evan McMullin,Independent,0,,,,
Tooele,ERD-02:2,President,,Write-In,,0,,,,
Tooele,ERDA-02:3,President,,Monica Moorehead,Workers World,0,,,,
Tooele,ERDA-02:3,President,,Evan McMullin,Independent,36,,,,
Tooele,ERDA-02:3,President,,Write-In,,0,,,,
Tooele,ERD-02:4,President,,Monica Moorehead,Workers World,0,,,,
Tooele,ERD-02:4,President,,Evan McMullin,Independent,4,,,,
Tooele,ERD-02:4,President,,Write-In,,1,,,,
Tooele,G-01:1,President,,Monica Moorehead,Workers World,0,,,,
Tooele,G-01:1,President,,Evan McMullin,Independent,109,,,,
Tooele,G-01:1,President,,Write-In,,5,,,,
Tooele,G-01:2,President,,Monica Moorehead,Workers World,0,,,,
Tooele,G-01:2,President,,Evan McMullin,Independent,10,,,,
Tooele,G-01:2,President,,Write-In,,2,,,,
Tooele,G-02:1,President,,Monica Moorehead,Workers World,0,,,,
Tooele,G-02:1,President,,Evan McMullin,Independent,149,,,,
Tooele,G-02:1,President,,Write-In,,7,,,,
Tooele,G-02:2,President,,Monica Moorehead,Workers World,0,,,,
Tooele,G-02:2,President,,Evan McMullin,Independent,13,,,,
Tooele,G-02:2,President,,Write-In,,0,,,,
Tooele,G-03:1,President,,Monica Moorehead,Workers World,0,,,,
Tooele,G-03:1,President,,Evan McMullin,Independent,157,,,,
Tooele,G-03:1,President,,Write-In,,2,,,,
Tooele,G-03:2,President,,Monica Moorehead,Workers World,0,,,,
Tooele,G-03:2,President,,Evan McMullin,Independent,1,,,,
Tooele,G-03:2,President,,Write-In,,0,,,,
Tooele,G-04:1,President,,Monica Moorehead,Workers World,1,,,,
Tooele,G-04:1,President,,Evan McMullin,Independent,78,,,,
Tooele,G-04:1,President,,Write-In,,1,,,,
Tooele,G-04:2,President,,Monica Moorehead,Workers World,0,,,,
Tooele,G-04:2,President,,Evan McMullin,Independent,1,,,,
Tooele,G-04:2,President,,Write-In,,0,,,,
Tooele,G-05,President,,Monica Moorehead,Workers World,0,,,,
Tooele,G-05,President,,Evan McMullin,Independent,106,,,,
Tooele,G-05,President,,Write-In,,5,,,,
Tooele,G-06,President,,Monica Moorehead,Workers World,0,,,,
Tooele,G-06,President,,Evan McMullin,Independent,106,,,,
Tooele,G-06,President,,Write-In,,0,,,,
Tooele,IBA,President,,Monica Moorehead,Workers World,0,,,,
Tooele,IBA,President,,Evan McMullin,Independent,5,,,,
Tooele,IBA,President,,Write-In,,1,,,,
Tooele,LINC:1,President,,Monica Moorehead,Workers World,0,,,,
Tooele,LINC:1,President,,Evan McMullin,Independent,35,,,,
Tooele,LINC:1,President,,Write-In,,0,,,,
Tooele,LP-01:1,President,,Monica Moorehead,Workers World,1,,,,
Tooele,LP-01:1,President,,Evan McMullin,Independent,63,,,,
Tooele,LP-01:1,President,,Write-In,,4,,,,
Tooele,LP-02:01,President,,Monica Moorehead,Workers World,0,,,,
Tooele,LP-02:01,President,,Evan McMullin,Independent,69,,,,
Tooele,LP-02:01,President,,Write-In,,2,,,,
Tooele,OPHIR,President,,Monica Moorehead,Workers World,0,,,,
Tooele,OPHIR,President,,Evan McMullin,Independent,1,,,,
Tooele,OPHIR,President,,Write-In,,1,,,,
Tooele,OPHIR:2,President,,Monica Moorehead,Workers World,0,,,,
Tooele,OPHIR:2,President,,Evan McMullin,Independent,0,,,,
Tooele,OPHIR:2,President,,Write-In,,0,,,,
Tooele,RV-01:01,President,,Monica Moorehead,Workers World,0,,,,
Tooele,RV-01:01,President,,Evan McMullin,Independent,45,,,,
Tooele,RV-01:01,President,,Write-In,,1,,,,
Tooele,RV-01:02,President,,Monica Moorehead,Workers World,0,,,,
Tooele,RV-01:02,President,,Evan McMullin,Independent,3,,,,
Tooele,RV-01:02,President,,Write-In,,1,,,,
Tooele,SP-01,President,,Monica Moorehead,Workers World,0,,,,
Tooele,SP-01,President,,Evan McMullin,Independent,270,,,,
Tooele,SP-01,President,,Write-In,,9,,,,
Tooele,SP-02,President,,Monica Moorehead,Workers World,0,,,,
Tooele,SP-02,President,,Evan McMullin,Independent,143,,,,
Tooele,SP-02,President,,Write-In,,11,,,,
Tooele,SP-03,President,,Monica Moorehead,Workers World,1,,,,
Tooele,SP-03,President,,Evan McMullin,Independent,233,,,,
Tooele,SP-03,President,,Write-In,,12,,,,
Tooele,SP-04,President,,Monica Moorehead,Workers World,0,,,,
Tooele,SP-04,President,,Evan McMullin,Independent,159,,,,
Tooele,SP-04,President,,Write-In,,7,,,,
Tooele,SP-05,President,,Monica Moorehead,Workers World,0,,,,
Tooele,SP-05,President,,Evan McMullin,Independent,131,,,,
Tooele,SP-05,President,,Write-In,,8,,,,
Tooele,SP-06,President,,Monica Moorehead,Workers World,0,,,,
Tooele,SP-06,President,,Evan McMullin,Independent,137,,,,
Tooele,SP-06,President,,Write-In,,4,,,,
Tooele,SP-07,President,,Monica Moorehead,Workers World,0,,,,
Tooele,SP-07,President,,Evan McMullin,Independent,137,,,,
Tooele,SP-07,President,,Write-In,,3,,,,
Tooele,STK-01:1,President,,Monica Moorehead,Workers World,0,,,,
Tooele,STK-01:1,President,,Evan McMullin,Independent,41,,,,
Tooele,STK-01:1,President,,Write-In,,1,,,,
Tooele,STK-01:2,President,,Monica Moorehead,Workers World,0,,,,
Tooele,STK-01:2,President,,Evan McMullin,Independent,4,,,,
Tooele,STK-01:2,President,,Write-In,,0,,,,
Tooele,STK-02:1,President,,Monica Moorehead,Workers World,0,,,,
Tooele,STK-02:1,President,,Evan McMullin,Independent,14,,,,
Tooele,STK-02:1,President,,Write-In,,2,,,,
Tooele,STK-02:2,President,,Monica Moorehead,Workers World,1,,,,
Tooele,STK-02:2,President,,Evan McMullin,Independent,54,,,,
Tooele,STK-02:2,President,,Write-In,,2,,,,
Tooele,T-01,President,,Monica Moorehead,Workers World,0,,,,
Tooele,T-01,President,,Evan McMullin,Independent,66,,,,
Tooele,T-01,President,,Write-In,,3,,,,
Tooele,T-02,President,,Monica Moorehead,Workers World,1,,,,
Tooele,T-02,President,,Evan McMullin,Independent,78,,,,
Tooele,T-02,President,,Write-In,,1,,,,
Tooele,T-03:1,President,,Monica Moorehead,Workers World,0,,,,
Tooele,T-03:1,President,,Evan McMullin,Independent,76,,,,
Tooele,T-03:1,President,,Write-In,,0,,,,
Tooele,T-03:2,President,,Monica Moorehead,Workers World,0,,,,
Tooele,T-03:2,President,,Evan McMullin,Independent,6,,,,
Tooele,T-03:2,President,,Write-In,,0,,,,
Tooele,T-04:1,President,,Monica Moorehead,Workers World,0,,,,
Tooele,T-04:1,President,,Evan McMullin,Independent,108,,,,
Tooele,T-04:1,President,,Write-In,,1,,,,
Tooele,T-04:2,President,,Monica Moorehead,Workers World,0,,,,
Tooele,T-04:2,President,,Evan McMullin,Independent,0,,,,
Tooele,T-04:2,President,,Write-In,,0,,,,
Tooele,T-05,President,,Monica Moorehead,Workers World,1,,,,
Tooele,T-05,President,,Evan McMullin,Independent,50,,,,
Tooele,T-05,President,,Write-In,,3,,,,
Tooele,T-06,President,,Monica Moorehead,Workers World,0,,,,
Tooele,T-06,President,,Evan McMullin,Independent,67,,,,
Tooele,T-06,President,,Write-In,,2,,,,
Tooele,T-07,President,,Monica Moorehead,Workers World,0,,,,
Tooele,T-07,President,,Evan McMullin,Independent,62,,,,
Tooele,T-07,President,,Write-In,,2,,,,
Tooele,T-08,President,,Monica Moorehead,Workers World,0,,,,
Tooele,T-08,President,,Evan McMullin,Independent,72,,,,
Tooele,T-08,President,,Write-In,,5,,,,
Tooele,T-09,President,,Monica Moorehead,Workers World,0,,,,
Tooele,T-09,President,,Evan McMullin,Independent,138,,,,
Tooele,T-09,President,,Write-In,,5,,,,
Tooele,T-10,President,,Monica Moorehead,Workers World,0,,,,
Tooele,T-10,President,,Evan McMullin,Independent,137,,,,
Tooele,T-10,President,,Write-In,,4,,,,
Tooele,T-11,President,,Monica Moorehead,Workers World,0,,,,
Tooele,T-11,President,,Evan McMullin,Independent,113,,,,
Tooele,T-11,President,,Write-In,,0,,,,
Tooele,T-12,President,,Monica Moorehead,Workers World,0,,,,
Tooele,T-12,President,,Evan McMullin,Independent,151,,,,
Tooele,T-12,President,,Write-In,,4,,,,
Tooele,T-13,President,,Monica Moorehead,Workers World,0,,,,
Tooele,T-13,President,,Evan McMullin,Independent,74,,,,
Tooele,T-13,President,,Write-In,,4,,,,
Tooele,T-14,President,,Monica Moorehead,Workers World,0,,,,
Tooele,T-14,President,,Evan McMullin,Independent,166,,,,
Tooele,T-14,President,,Write-In,,3,,,,
Tooele,T-15,President,,Monica Moorehead,Workers World,0,,,,
Tooele,T-15,President,,Evan McMullin,Independent,170,,,,
Tooele,T-15,President,,Write-In,,6,,,,
Tooele,T-16,President,,Monica Moorehead,Workers World,1,,,,
Tooele,T-16,President,,Evan McMullin,Independent,145,,,,
Tooele,T-16,President,,Write-In,,4,,,,
Tooele,T-17,President,,Monica Moorehead,Workers World,1,,,,
Tooele,T-17,President,,Evan McMullin,Independent,99,,,,
Tooele,T-17,President,,Write-In,,3,,,,
Tooele,T-18,President,,Monica Moorehead,Workers World,3,,,,
Tooele,T-18,President,,Evan McMullin,Independent,85,,,,
Tooele,T-18,President,,Write-In,,4,,,,
Tooele,T-19,President,,Monica Moorehead,Workers World,0,,,,
Tooele,T-19,President,,Evan McMullin,Independent,69,,,,
Tooele,T-19,President,,Write-In,,4,,,,
Tooele,T-20,President,,Monica Moorehead,Workers World,0,,,,
Tooele,T-20,President,,Evan McMullin,Independent,126,,,,
Tooele,T-20,President,,Write-In,,1,,,,
Tooele,T-21,President,,Monica Moorehead,Workers World,0,,,,
Tooele,T-21,President,,Evan McMullin,Independent,122,,,,
Tooele,T-21,President,,Write-In,,8,,,,
Tooele,TERRA,President,,Monica Moorehead,Workers World,0,,,,
Tooele,TERRA,President,,Evan McMullin,Independent,5,,,,
Tooele,TERRA,President,,Write-In,,0,,,,
Tooele,VRN-01:1,President,,Monica Moorehead,Workers World,0,,,,
Tooele,VRN-01:1,President,,Evan McMullin,Independent,11,,,,
Tooele,VRN-01:1,President,,Write-In,,0,,,,
Tooele,VRN-01:2,President,,Monica Moorehead,Workers World,0,,,,
Tooele,VRN-01:2,President,,Evan McMullin,Independent,2,,,,
Tooele,VRN-01:2,President,,Write-In,,0,,,,
Tooele,WEND,President,,Monica Moorehead,Workers World,0,,,,
Tooele,WEND,President,,Evan McMullin,Independent,14,,,,
Tooele,WEND,President,,Write-In,,1,,,,
Tooele,DUG-01,U.S. Senate,,Misty Snow,Democratic,18,,,,
Tooele,DUG-01,U.S. Senate,,Bill Barron,Independent,1,,,,
Tooele,DUG-01,U.S. Senate,,Stoney Fonua,Independent American,1,,,,
Tooele,DUG-02,U.S. Senate,,Misty Snow,Democratic,14,,,,
Tooele,DUG-02,U.S. Senate,,Bill Barron,Independent,1,,,,
Tooele,DUG-02,U.S. Senate,,Stoney Fonua,Independent American,3,,,,
Tooele,ERD-01:1,U.S. Senate,,Misty Snow,Democratic,97,,,,
Tooele,ERD-01:1,U.S. Senate,,Bill Barron,Independent,17,,,,
Tooele,ERD-01:1,U.S. Senate,,Stoney Fonua,Independent American,23,,,,
Tooele,ERDA-01:02,U.S. Senate,,Misty Snow,Democratic,0,,,,
Tooele,ERDA-01:02,U.S. Senate,,Bill Barron,Independent,0,,,,
Tooele,ERDA-01:02,U.S. Senate,,Stoney Fonua,Independent American,0,,,,
Tooele,ERD-02:1,U.S. Senate,,Misty Snow,Democratic,34,,,,
Tooele,ERD-02:1,U.S. Senate,,Bill Barron,Independent,4,,,,
Tooele,ERD-02:1,U.S. Senate,,Stoney Fonua,Independent American,8,,,,
Tooele,ERD-02:2,U.S. Senate,,Misty Snow,Democratic,0,,,,
Tooele,ERD-02:2,U.S. Senate,,Bill Barron,Independent,0,,,,
Tooele,ERD-02:2,U.S. Senate,,Stoney Fonua,Independent American,0,,,,
Tooele,ERDA-02:3,U.S. Senate,,Misty Snow,Democratic,59,,,,
Tooele,ERDA-02:3,U.S. Senate,,Bill Barron,Independent,1,,,,
Tooele,ERDA-02:3,U.S. Senate,,Stoney Fonua,Independent American,6,,,,
Tooele,ERD-02:4,U.S. Senate,,Misty Snow,Democratic,1,,,,
Tooele,ERD-02:4,U.S. Senate,,Bill Barron,Independent,0,,,,
Tooele,ERD-02:4,U.S. Senate,,Stoney Fonua,Independent American,0,,,,
Tooele,G-01:1,U.S. Senate,,Misty Snow,Democratic,71,,,,
Tooele,G-01:1,U.S. Senate,,Bill Barron,Independent,7,,,,
Tooele,G-01:1,U.S. Senate,,Stoney Fonua,Independent American,19,,,,
Tooele,G-01:2,U.S. Senate,,Misty Snow,Democratic,9,,,,
Tooele,G-01:2,U.S. Senate,,Bill Barron,Independent,1,,,,
Tooele,G-01:2,U.S. Senate,,Stoney Fonua,Independent American,2,,,,
Tooele,G-02:1,U.S. Senate,,Misty Snow,Democratic,87,,,,
Tooele,G-02:1,U.S. Senate,,Bill Barron,Independent,8,,,,
Tooele,G-02:1,U.S. Senate,,Stoney Fonua,Independent American,10,,,,
Tooele,G-02:2,U.S. Senate,,Misty Snow,Democratic,20,,,,
Tooele,G-02:2,U.S. Senate,,Bill Barron,Independent,0,,,,
Tooele,G-02:2,U.S. Senate,,Stoney Fonua,Independent American,7,,,,
Tooele,G-03:1,U.S. Senate,,Misty Snow,Democratic,112,,,,
Tooele,G-03:1,U.S. Senate,,Bill Barron,Independent,7,,,,
Tooele,G-03:1,U.S. Senate,,Stoney Fonua,Independent American,28,,,,
Tooele,G-03:2,U.S. Senate,,Misty Snow,Democratic,1,,,,
Tooele,G-03:2,U.S. Senate,,Bill Barron,Independent,0,,,,
Tooele,G-03:2,U.S. Senate,,Stoney Fonua,Independent American,0,,,,
Tooele,G-04:1,U.S. Senate,,Misty Snow,Democratic,105,,,,
Tooele,G-04:1,U.S. Senate,,Bill Barron,Independent,13,,,,
Tooele,G-04:1,U.S. Senate,,Stoney Fonua,Independent American,18,,,,
Tooele,G-04:2,U.S. Senate,,Misty Snow,Democratic,2,,,,
Tooele,G-04:2,U.S. Senate,,Bill Barron,Independent,0,,,,
Tooele,G-04:2,U.S. Senate,,Stoney Fonua,Independent American,0,,,,
Tooele,G-05,U.S. Senate,,Misty Snow,Democratic,130,,,,
Tooele,G-05,U.S. Senate,,Bill Barron,Independent,11,,,,
Tooele,G-05,U.S. Senate,,Stoney Fonua,Independent American,21,,,,
Tooele,G-06,U.S. Senate,,Misty Snow,Democratic,71,,,,
Tooele,G-06,U.S. Senate,,Bill Barron,Independent,4,,,,
Tooele,G-06,U.S. Senate,,Stoney Fonua,Independent American,10,,,,
Tooele,IBA,U.S. Senate,,Misty Snow,Democratic,2,,,,
Tooele,IBA,U.S. Senate,,Bill Barron,Independent,0,,,,
Tooele,IBA,U.S. Senate,,Stoney Fonua,Independent American,1,,,,
Tooele,LINC:1,U.S. Senate,,Misty Snow,Democratic,56,,,,
Tooele,LINC:1,U.S. Senate,,Bill Barron,Independent,6,,,,
Tooele,LINC:1,U.S. Senate,,Stoney Fonua,Independent American,9,,,,
Tooele,LP-01:1,U.S. Senate,,Misty Snow,Democratic,70,,,,
Tooele,LP-01:1,U.S. Senate,,Bill Barron,Independent,13,,,,
Tooele,LP-01:1,U.S. Senate,,Stoney Fonua,Independent American,5,,,,
Tooele,LP-02:01,U.S. Senate,,Misty Snow,Democratic,20,,,,
Tooele,LP-02:01,U.S. Senate,,Bill Barron,Independent,5,,,,
Tooele,LP-02:01,U.S. Senate,,Stoney Fonua,Independent American,9,,,,
Tooele,OPHIR,U.S. Senate,,Misty Snow,Democratic,3,,,,
Tooele,OPHIR,U.S. Senate,,Bill Barron,Independent,1,,,,
Tooele,OPHIR,U.S. Senate,,Stoney Fonua,Independent American,1,,,,
Tooele,OPHIR:2,U.S. Senate,,Misty Snow,Democratic,0,,,,
Tooele,OPHIR:2,U.S. Senate,,Bill Barron,Independent,0,,,,
Tooele,OPHIR:2,U.S. Senate,,Stoney Fonua,Independent American,0,,,,
Tooele,RV-01:01,U.S. Senate,,Misty Snow,Democratic,36,,,,
Tooele,RV-01:01,U.S. Senate,,Bill Barron,Independent,6,,,,
Tooele,RV-01:01,U.S. Senate,,Stoney Fonua,Independent American,8,,,,
Tooele,RV-01:02,U.S. Senate,,Misty Snow,Democratic,5,,,,
Tooele,RV-01:02,U.S. Senate,,Bill Barron,Independent,0,,,,
Tooele,RV-01:02,U.S. Senate,,Stoney Fonua,Independent American,1,,,,
Tooele,SP-01,U.S. Senate,,Misty Snow,Democratic,196,,,,
Tooele,SP-01,U.S. Senate,,Bill Barron,Independent,16,,,,
Tooele,SP-01,U.S. Senate,,Stoney Fonua,Independent American,28,,,,
Tooele,SP-02,U.S. Senate,,Misty Snow,Democratic,230,,,,
Tooele,SP-02,U.S. Senate,,Bill Barron,Independent,11,,,,
Tooele,SP-02,U.S. Senate,,Stoney Fonua,Independent American,24,,,,
Tooele,SP-03,U.S. Senate,,Misty Snow,Democratic,173,,,,
Tooele,SP-03,U.S. Senate,,Bill Barron,Independent,16,,,,
Tooele,SP-03,U.S. Senate,,Stoney Fonua,Independent American,37,,,,
Tooele,SP-04,U.S. Senate,,Misty Snow,Democratic,98,,,,
Tooele,SP-04,U.S. Senate,,Bill Barron,Independent,7,,,,
Tooele,SP-04,U.S. Senate,,Stoney Fonua,Independent American,17,,,,
Tooele,SP-05,U.S. Senate,,Misty Snow,Democratic,196,,,,
Tooele,SP-05,U.S. Senate,,Bill Barron,Independent,7,,,,
Tooele,SP-05,U.S. Senate,,Stoney Fonua,Independent American,13,,,,
Tooele,SP-06,U.S. Senate,,Misty Snow,Democratic,77,,,,
Tooele,SP-06,U.S. Senate,,Bill Barron,Independent,7,,,,
Tooele,SP-06,U.S. Senate,,Stoney Fonua,Independent American,11,,,,
Tooele,SP-07,U.S. Senate,,Misty Snow,Democratic,105,,,,
Tooele,SP-07,U.S. Senate,,Bill Barron,Independent,6,,,,
Tooele,SP-07,U.S. Senate,,Stoney Fonua,Independent American,13,,,,
Tooele,STK-01:1,U.S. Senate,,Misty Snow,Democratic,48,,,,
Tooele,STK-01:1,U.S. Senate,,Bill Barron,Independent,7,,,,
Tooele,STK-01:1,U.S. Senate,,Stoney Fonua,Independent American,6,,,,
Tooele,STK-01:2,U.S. Senate,,Misty Snow,Democratic,9,,,,
Tooele,STK-01:2,U.S. Senate,,Bill Barron,Independent,0,,,,
Tooele,STK-01:2,U.S. Senate,,Stoney Fonua,Independent American,0,,,,
Tooele,STK-02:1,U.S. Senate,,Misty Snow,Democratic,18,,,,
Tooele,STK-02:1,U.S. Senate,,Bill Barron,Independent,2,,,,
Tooele,STK-02:1,U.S. Senate,,Stoney Fonua,Independent American,6,,,,
Tooele,STK-02:2,U.S. Senate,,Misty Snow,Democratic,22,,,,
Tooele,STK-02:2,U.S. Senate,,Bill Barron,Independent,5,,,,
Tooele,STK-02:2,U.S. Senate,,Stoney Fonua,Independent American,14,,,,
Tooele,T-01,U.S. Senate,,Misty Snow,Democratic,102,,,,
Tooele,T-01,U.S. Senate,,Bill Barron,Independent,5,,,,
Tooele,T-01,U.S. Senate,,Stoney Fonua,Independent American,10,,,,
Tooele,T-02,U.S. Senate,,Misty Snow,Democratic,139,,,,
Tooele,T-02,U.S. Senate,,Bill Barron,Independent,13,,,,
Tooele,T-02,U.S. Senate,,Stoney Fonua,Independent American,18,,,,
Tooele,T-03:1,U.S. Senate,,Misty Snow,Democratic,112,,,,
Tooele,T-03:1,U.S. Senate,,Bill Barron,Independent,13,,,,
Tooele,T-03:1,U.S. Senate,,Stoney Fonua,Independent American,3,,,,
Tooele,T-03:2,U.S. Senate,,Misty Snow,Democratic,8,,,,
Tooele,T-03:2,U.S. Senate,,Bill Barron,Independent,0,,,,
Tooele,T-03:2,U.S. Senate,,Stoney Fonua,Independent American,2,,,,
Tooele,T-04:1,U.S. Senate,,Misty Snow,Democratic,153,,,,
Tooele,T-04:1,U.S. Senate,,Bill Barron,Independent,14,,,,
Tooele,T-04:1,U.S. Senate,,Stoney Fonua,Independent American,29,,,,
Tooele,T-04:2,U.S. Senate,,Misty Snow,Democratic,0,,,,
Tooele,T-04:2,U.S. Senate,,Bill Barron,Independent,0,,,,
Tooele,T-04:2,U.S. Senate,,Stoney Fonua,Independent American,0,,,,
Tooele,T-05,U.S. Senate,,Misty Snow,Democratic,123,,,,
Tooele,T-05,U.S. Senate,,Bill Barron,Independent,4,,,,
Tooele,T-05,U.S. Senate,,Stoney Fonua,Independent American,17,,,,
Tooele,T-06,U.S. Senate,,Misty Snow,Democratic,89,,,,
Tooele,T-06,U.S. Senate,,Bill Barron,Independent,8,,,,
Tooele,T-06,U.S. Senate,,Stoney Fonua,Independent American,9,,,,
Tooele,T-07,U.S. Senate,,Misty Snow,Democratic,103,,,,
Tooele,T-07,U.S. Senate,,Bill Barron,Independent,10,,,,
Tooele,T-07,U.S. Senate,,Stoney Fonua,Independent American,10,,,,
Tooele,T-08,U.S. Senate,,Misty Snow,Democratic,128,,,,
Tooele,T-08,U.S. Senate,,Bill Barron,Independent,12,,,,
Tooele,T-08,U.S. Senate,,Stoney Fonua,Independent American,16,,,,
Tooele,T-09,U.S. Senate,,Misty Snow,Democratic,182,,,,
Tooele,T-09,U.S. Senate,,Bill Barron,Independent,13,,,,
Tooele,T-09,U.S. Senate,,Stoney Fonua,Independent American,18,,,,
Tooele,T-10,U.S. Senate,,Misty Snow,Democratic,149,,,,
Tooele,T-10,U.S. Senate,,Bill Barron,Independent,17,,,,
Tooele,T-10,U.S. Senate,,Stoney Fonua,Independent American,22,,,,
Tooele,T-11,U.S. Senate,,Misty Snow,Democratic,72,,,,
Tooele,T-11,U.S. Senate,,Bill Barron,Independent,8,,,,
Tooele,T-11,U.S. Senate,,Stoney Fonua,Independent American,12,,,,
Tooele,T-12,U.S. Senate,,Misty Snow,Democratic,107,,,,
Tooele,T-12,U.S. Senate,,Bill Barron,Independent,8,,,,
Tooele,T-12,U.S. Senate,,Stoney Fonua,Independent American,15,,,,
Tooele,T-13,U.S. Senate,,Misty Snow,Democratic,89,,,,
Tooele,T-13,U.S. Senate,,Bill Barron,Independent,7,,,,
Tooele,T-13,U.S. Senate,,Stoney Fonua,Independent American,17,,,,
Tooele,T-14,U.S. Senate,,Misty Snow,Democratic,147,,,,
Tooele,T-14,U.S. Senate,,Bill Barron,Independent,14,,,,
Tooele,T-14,U.S. Senate,,Stoney Fonua,Independent American,24,,,,
Tooele,T-15,U.S. Senate,,Misty Snow,Democratic,136,,,,
Tooele,T-15,U.S. Senate,,Bill Barron,Independent,12,,,,
Tooele,T-15,U.S. Senate,,Stoney Fonua,Independent American,25,,,,
Tooele,T-16,U.S. Senate,,Misty Snow,Democratic,136,,,,
Tooele,T-16,U.S. Senate,,Bill Barron,Independent,15,,,,
Tooele,T-16,U.S. Senate,,Stoney Fonua,Independent American,32,,,,
Tooele,T-17,U.S. Senate,,Misty Snow,Democratic,162,,,,
Tooele,T-17,U.S. Senate,,Bill Barron,Independent,5,,,,
Tooele,T-17,U.S. Senate,,Stoney Fonua,Independent American,26,,,,
Tooele,T-18,U.S. Senate,,Misty Snow,Democratic,160,,,,
Tooele,T-18,U.S. Senate,,Bill Barron,Independent,15,,,,
Tooele,T-18,U.S. Senate,,Stoney Fonua,Independent American,23,,,,
Tooele,T-19,U.S. Senate,,Misty Snow,Democratic,117,,,,
Tooele,T-19,U.S. Senate,,Bill Barron,Independent,6,,,,
Tooele,T-19,U.S. Senate,,Stoney Fonua,Independent American,18,,,,
Tooele,T-20,U.S. Senate,,Misty Snow,Democratic,110,,,,
Tooele,T-20,U.S. Senate,,Bill Barron,Independent,8,,,,
Tooele,T-20,U.S. Senate,,Stoney Fonua,Independent American,20,,,,
Tooele,T-21,U.S. Senate,,Misty Snow,Democratic,172,,,,
Tooele,T-21,U.S. Senate,,Bill Barron,Independent,20,,,,
Tooele,T-21,U.S. Senate,,Stoney Fonua,Independent American,36,,,,
Tooele,TERRA,U.S. Senate,,Misty Snow,Democratic,4,,,,
Tooele,TERRA,U.S. Senate,,Bill Barron,Independent,1,,,,
Tooele,TERRA,U.S. Senate,,Stoney Fonua,Independent American,3,,,,
Tooele,VRN-01:1,U.S. Senate,,Misty Snow,Democratic,15,,,,
Tooele,VRN-01:1,U.S. Senate,,Bill Barron,Independent,2,,,,
